"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_cardealership.com","FirstLinkDate_cardealership.com","LastLinkDate_cardealership.com"
135,"oldlexus.com",1852,-1,1,12,227100,16864,13873,17/03/2010 00:00,01/02/2013 00:00,"69.43.161.173","69.43.161.0","US","com",4,0,12,18/02/2010 00:00,06/01/2012 00:00
136,"carfax.com",99824,7329,1,11,582523338,36126257,2810341,09/01/2008 00:00,10/08/2013 00:00,"64.157.165.6","64.157.165.0","US","com",56,70,11,06/06/2009 00:00,06/06/2009 00:00
137,"freeaddposting.com",1130,167562,1,11,54928,167043,96561,11/10/2010 00:00,15/06/2013 00:00,"216.177.140.4","216.177.140.0","US","com",13,7,11,26/02/2012 00:00,19/07/2012 00:00
138,"earth-list.com",3196,-1,1,11,22791,196354,109243,13/10/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",20,15,11,09/05/2009 00:00,09/05/2009 00:00
139,"localcontractorsservice.com",971,-1,1,11,10033,51553,36174,11/01/2009 00:00,09/08/2013 00:00,"69.89.31.136","69.89.31.0","US","com",14,25,11,26/11/2011 00:00,26/11/2011 00:00
140,"gnn.com.ng",1473,-1,1,11,29827,271524,167086,22/03/2010 00:00,14/11/2012 00:00,"173.201.92.1","173.201.92.0","US","ng",11,8,11,21/11/2011 00:00,21/11/2011 00:00
141,"digipai.com",51,-1,1,11,983,1139,663,31/03/2011 00:00,10/08/2013 00:00,"64.111.127.251","64.111.127.0","US","com",11,7,11,08/12/2011 00:00,08/12/2011 00:00
142,"moddedlife.com",33,-1,1,11,78,65830,55572,13/11/2010 00:00,10/08/2013 00:00,"97.74.181.1","97.74.181.0","US","com",10,0,11,05/12/2011 00:00,05/12/2011 00:00
143,"vegashomeworth.com",28,-1,1,11,100,2100,1107,15/10/2011 00:00,02/02/2013 00:00,"68.178.232.100","68.178.232.0","US","com",7,1,11,24/11/2011 00:00,24/11/2011 00:00
144,"beautyxpose.com",2881,-1,1,11,90335,34801,20914,04/05/2009 00:00,10/08/2013 00:00,"184.168.232.1","184.168.232.0","US","com",34,18,11,22/11/2011 00:00,24/11/2011 00:00
145,"findalawyeronline.org",1114,-1,1,11,6452,24986,22968,12/01/2011 00:00,10/08/2013 00:00,"50.63.202.62","50.63.202.0","US","org",25,10,11,27/04/2013 00:00,27/04/2013 00:00
146,"cnknepal.com",712,-1,1,11,4787,10497,6318,25/05/2008 00:00,04/08/2013 00:00,"69.43.161.174","69.43.161.0","US","com",20,9,11,11/12/2011 00:00,19/12/2011 00:00
147,"lasik-faqs.com",1,-1,1,11,1,571471,571471,06/02/2008 00:00,06/08/2012 00:00,"69.43.160.175","69.43.160.0","US","com",0,0,11,04/03/2009 00:00,10/05/2009 00:00
148,"cellphonechit.com",9,-1,1,11,28,1363067,1363066,06/02/2008 00:00,07/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",0,0,11,22/01/2009 00:00,05/06/2010 00:00
149,"clublexus.com",15346,44079,1,10,3406969,4259404,1070800,09/01/2008 00:00,22/06/2013 00:00,"98.158.195.117","98.158.195.0","US","com",24,30,10,28/01/2009 00:00,08/06/2009 00:00
150,"poolhost.com",1823,96698,1,10,277194,85501,69112,11/01/2008 00:00,10/08/2013 00:00,"64.235.44.108","64.235.44.0","US","com",31,25,10,04/01/2011 00:00,28/03/2011 00:00
151,"gimmewealth.com",830,167988,1,10,33275,130080,104577,21/02/2010 00:00,10/08/2013 00:00,"50.28.5.88","50.28.5.0","US","com",27,13,10,09/04/2012 00:00,25/10/2012 00:00
152,"haperlot.com",90,-1,1,10,265,204,194,26/06/2012 00:00,10/08/2013 00:00,"69.89.31.76","69.89.31.0","US","com",12,1,10,13/07/2012 00:00,09/07/2013 00:00
153,"alleventsphotobooths.com",81,-1,1,10,1776,945,567,09/06/2010 00:00,10/08/2013 00:00,"74.220.219.58","74.220.219.0","US","com",12,8,10,06/01/2012 00:00,17/02/2012 00:00
154,"daveychu.com",35,-1,1,10,196,326,285,20/06/2009 00:00,23/07/2013 00:00,"46.30.211.56","46.30.211.0","DK","com",10,2,10,04/12/2011 00:00,04/12/2011 00:00
155,"chutkulesms.com",205,-1,1,10,16630,8788,4596,25/01/2011 00:00,25/08/2012 00:00,"209.15.13.134","209.15.13.0","US","com",7,2,10,07/12/2011 00:00,07/12/2011 00:00
156,"incrediblefeatures.net",795,-1,1,10,31680,25330,19755,19/09/2009 00:00,08/08/2013 00:00,"69.163.140.131","69.163.140.0","US","net",26,10,10,04/12/2011 00:00,04/12/2011 00:00
157,"dyns.be",9384,-1,1,10,5290069,1541049,497787,27/01/2008 00:00,10/08/2013 00:00,"213.232.93.27","213.232.93.0","UK","be",28,19,10,05/10/2009 00:00,09/10/2010 00:00
158,"wowgoldsafe.co.uk",2187,-1,1,10,195002,11274,9965,09/11/2011 00:00,10/08/2013 00:00,"46.252.204.19","46.252.204.0","NL","uk",42,11,10,27/11/2011 00:00,27/11/2011 00:00
159,"themabusscarab.com",141,-1,1,10,920,9207,7023,25/05/2011 00:00,01/08/2013 00:00,"69.43.161.174","69.43.161.0","US","com",13,3,10,04/12/2011 00:00,02/01/2012 00:00
160,"myweightlosssolution.com",861,-1,1,10,12119,10176,9384,11/05/2008 00:00,04/06/2013 00:00,"174.120.200.163","174.120.200.0","US","com",12,1,10,03/12/2011 00:00,18/04/2013 00:00
161,"idowebs.com",3603,-1,1,10,37285,913419,140368,10/01/2008 00:00,10/08/2013 00:00,"65.19.162.57","65.19.162.0","US","com",39,10,10,28/11/2011 00:00,20/02/2012 00:00
162,"teendawg.com",140,-1,1,10,2314,12574,3376,04/03/2010 00:00,01/08/2013 00:00,"216.172.172.194","216.172.172.0","US","com",17,15,10,27/11/2011 00:00,27/11/2011 00:00
163,"sitelistings.net",4646,30833,1,9,1983603,87740,37416,28/11/2008 00:00,31/07/2013 00:00,"74.52.155.82","74.52.155.0","US","net",19,17,9,30/09/2012 00:00,30/09/2012 00:00
164,"eascend.com",227,691778,1,9,2760,8810,8694,04/12/2011 00:00,09/08/2013 00:00,"65.60.9.114","65.60.9.0","US","com",15,6,9,02/03/2013 00:00,21/04/2013 00:00
165,"dyns.net",18069,-1,1,9,6347423,2273490,801773,16/01/2008 00:00,10/08/2013 00:00,"213.232.93.27","213.232.93.0","UK","net",32,23,9,21/09/2009 00:00,12/04/2012 00:00
166,"lukerecommends.com",685,-1,1,9,3979,47508,26609,20/09/2009 00:00,31/07/2013 00:00,"174.132.167.90","174.132.167.0","US","com",16,1,9,17/11/2011 00:00,17/11/2011 00:00
167,"topleya.co.uk",1743,-1,1,9,7797,10383,7583,10/11/2011 00:00,08/08/2013 00:00,"79.170.44.120","79.170.44.0","UK","uk",24,6,9,27/11/2011 00:00,07/12/2011 00:00
168,"nottenews.com",215,-1,1,9,1244,362,116,08/04/2012 00:00,10/08/2013 00:00,"204.45.55.44","204.45.55.0","US","com",10,1,9,16/01/2012 00:00,08/04/2012 00:00
169,"rnrwine.com",425,-1,1,9,7470,129586,44610,01/06/2008 00:00,09/08/2013 00:00,"69.89.31.187","69.89.31.0","US","com",22,28,9,01/06/2008 00:00,01/06/2008 00:00
170,"web007.hu",799,-1,1,9,957039,371794,152149,28/01/2008 00:00,05/12/2012 00:00,"1.1.1.1","1.1.1.0","AU","hu",20,19,9,07/07/2008 00:00,07/07/2008 00:00
171,"piekna-miejscowka.pl",2466,-1,1,9,236423,238122,78034,02/01/2011 00:00,10/08/2013 00:00,"185.5.98.111","185.5.98.0","PL","pl",30,2,9,27/11/2011 00:00,03/12/2011 00:00
172,"theconservativejournalblog.com",2205,-1,1,9,146599,24757,6960,29/09/2011 00:00,31/07/2013 00:00,"184.172.137.3","184.172.137.0","US","com",28,18,9,05/12/2011 00:00,05/12/2011 00:00
173,"icantstopeating.com",165,-1,1,9,846,892,770,08/12/2010 00:00,10/08/2013 00:00,"173.201.98.128","173.201.98.0","US","com",14,0,9,20/11/2011 00:00,10/02/2012 00:00
174,"donyignaz.com",75,-1,1,9,1030,565,453,25/03/2010 00:00,17/12/2012 00:00,"208.91.197.101","208.91.197.0","UK","com",7,0,9,30/11/2011 00:00,08/02/2012 00:00
175,"dv41433us.org",215,-1,1,9,3447,36072,8807,22/03/2010 00:00,14/11/2011 00:00,"50.22.11.10","50.22.11.0","US","org",7,0,9,22/11/2011 00:00,22/11/2011 00:00
176,"creating-websites.info",69,-1,1,9,67460,922676,123163,13/06/2010 00:00,09/01/2012 00:00,"74.53.93.211","74.53.93.0","US","info",11,0,9,10/10/2010 00:00,10/10/2010 00:00
177,"cyclos-aulnat.com",5205,-1,1,9,28980,327467,139429,10/07/2012 00:00,09/08/2013 00:00,"213.186.33.17","213.186.33.0","FR","com",34,15,9,10/05/2013 00:00,10/05/2013 00:00
178,"forexminder.com",81,-1,1,9,459,3493,3410,13/10/2010 00:00,09/08/2013 00:00,"198.187.29.74","198.187.29.0","US","com",13,9,9,27/11/2011 00:00,28/11/2011 00:00
179,"alfadesarrolloweb.com",474,-1,1,9,134627,68061,24749,23/10/2009 00:00,09/08/2013 00:00,"107.6.16.13","107.6.16.0","US","com",18,3,9,22/11/2011 00:00,22/11/2011 00:00
180,"internet-fernsehen-deutsch.info",61,-1,1,9,108239,581607,92069,23/05/2010 00:00,07/01/2012 00:00,"31.31.73.93","31.31.73.0","CZ","info",12,6,9,10/10/2010 00:00,10/10/2010 00:00
181,"15vg.com",3291,-1,1,9,62701,44311,21371,11/01/2008 00:00,10/08/2013 00:00,"66.96.160.142","66.96.160.0","US","com",18,1,9,28/09/2012 00:00,20/12/2012 00:00
182,"go-green-now.info",62,-1,1,9,82179,640306,121421,10/06/2010 00:00,27/01/2013 00:00,"31.31.73.93","31.31.73.0","CZ","info",10,0,9,10/10/2010 00:00,11/10/2010 00:00
183,"twitter.com",20213562,12,1,8,71880478788,11336831177,308851010,09/01/2008 00:00,10/08/2013 00:00,"199.59.148.10","199.59.148.0","US","com",100,100,8,22/01/2011 00:00,22/01/2011 00:00
184,"free-link-directory.info",6238,42521,1,8,115579,571319,206211,08/06/2008 00:00,10/08/2013 00:00,"108.162.199.133","108.162.199.0","US","info",30,19,8,10/03/2012 00:00,19/03/2012 00:00
185,"raovat.vn",10370,108452,1,8,791382,6743857,815039,24/01/2008 00:00,10/08/2013 00:00,"112.213.84.55","112.213.84.0","VN","vn",35,21,8,23/11/2011 00:00,08/12/2011 00:00
186,"antbook.eu",4194,294198,1,8,148459,1069121,190738,07/08/2011 00:00,17/06/2013 00:00,"46.234.106.48","46.234.106.0","CZ","eu",25,32,8,05/12/2011 00:00,05/12/2011 00:00
187,"lincdirectory.info",1098,295334,1,8,14570,150865,107860,17/11/2010 00:00,10/08/2013 00:00,"198.154.229.1","198.154.229.0","US","info",24,10,8,06/04/2013 00:00,06/04/2013 00:00
188,"mangrade.com",402,-1,1,8,11473,1465,1284,13/10/2010 00:00,10/08/2013 00:00,"98.158.179.168","98.158.179.0","US","com",15,0,8,04/12/2011 00:00,13/07/2012 00:00
189,"airfare-secrets-revealed.info",95,-1,1,8,49565,1229723,138092,24/05/2010 00:00,17/01/2012 00:00,"31.31.73.93","31.31.73.0","CZ","info",13,0,8,30/09/2010 00:00,30/09/2010 00:00
190,"gemsmen.com",0,-1,1,8,0,617343,617343,26/05/2008 00:00,12/06/2010 00:00,"208.73.211.152","208.73.211.0","US","com",0,0,8,03/03/2009 00:00,21/04/2009 00:00
191,"okrev.com",53,-1,1,8,340,7588,5529,15/02/2011 00:00,17/02/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",8,0,8,07/12/2011 00:00,26/01/2012 00:00
192,"carbuyandsell.com",24861,-1,1,8,159822,37979,20340,15/01/2008 00:00,09/08/2013 00:00,"108.175.1.25","108.175.1.0","US","com",24,18,8,30/11/2008 00:00,10/01/2009 00:00
193,"fastlittlearticle.com",47,-1,1,8,498,143,118,24/06/2008 00:00,08/08/2013 00:00,"96.127.180.194","96.127.180.0","US","com",9,0,8,12/12/2011 00:00,31/07/2013 00:00
194,"mlmbadboy.com",88,-1,1,8,362,53348,27611,18/05/2011 00:00,10/02/2013 00:00,"184.168.221.92","184.168.221.0","US","com",6,0,8,21/11/2011 00:00,21/11/2011 00:00
195,"klausschieferdecker.de",95,-1,1,8,1572,227,115,19/10/2008 00:00,10/08/2013 00:00,"88.198.3.226","88.198.3.0","DE","de",15,5,8,04/12/2011 00:00,23/01/2012 00:00
196,"rmhlv.com",1575,-1,1,8,21255,900,312,18/02/2008 00:00,10/08/2013 00:00,"184.106.55.36","184.106.55.0","US","com",28,20,8,23/03/2009 00:00,23/03/2009 00:00
197,"dealzoncarz.com",1,-1,1,8,1,4269,4267,15/03/2013 00:00,21/03/2013 00:00,"98.138.19.88","98.138.19.0","US","com",0,0,8,17/03/2013 00:00,17/03/2013 00:00
198,"ricardokakaonline.com",6463,-1,1,8,84941,333906,191606,15/08/2010 00:00,10/08/2013 00:00,"188.165.192.70","188.165.192.0","FR","com",28,21,8,28/11/2011 00:00,07/12/2011 00:00
199,"karkaworld.com",57,-1,1,8,347,285,246,09/11/2010 00:00,10/08/2013 00:00,"74.220.215.217","74.220.215.0","US","com",9,0,8,06/12/2011 00:00,19/01/2013 00:00
200,"hold-the-fort-boy.info",2,-1,1,8,475,115700,115700,25/06/2010 00:00,08/01/2012 00:00,"199.101.28.20","199.101.28.0","US","info",13,0,8,28/09/2010 00:00,28/09/2010 00:00
201,"raidandpillage.com",146,-1,1,8,12877,194,141,07/04/2008 00:00,10/08/2013 00:00,"66.79.165.46","66.79.165.0","US","com",14,7,8,05/12/2011 00:00,19/01/2012 00:00
202,"youryachtgroup.com",268,-1,1,8,3757,2418,1728,30/06/2010 00:00,27/08/2012 00:00,"69.43.161.167","69.43.161.0","US","com",15,2,8,22/04/2012 00:00,22/04/2012 00:00
203,"cats-dogs-mice-and-more.info",2,-1,1,8,527,115856,115856,24/05/2010 00:00,08/01/2012 00:00,"91.121.81.175","91.121.81.0","FR","info",12,0,8,09/10/2010 00:00,09/10/2010 00:00
204,"baroneracing.com",122,-1,1,8,65567,1095361,1095361,13/01/2008 00:00,13/03/2013 00:00,"91.210.235.70","91.210.235.0","IE","com",0,0,8,14/05/2010 00:00,14/11/2011 00:00
205,"santsavaiyanathdham.org",279,-1,1,8,7272,917,710,17/12/2010 00:00,07/08/2013 00:00,"182.18.135.36","182.18.135.0","IN","org",10,0,8,25/11/2011 00:00,25/11/2011 00:00
206,"celestialmirror.org",86,-1,1,8,315,198,103,18/06/2012 00:00,27/07/2012 00:00,"209.217.209.33","209.217.209.0","US","org",6,1,8,21/12/2011 00:00,21/07/2012 00:00
207,"bestsearching.com",920,77636,1,7,20459,6450088,714331,13/03/2008 00:00,08/08/2013 00:00,"64.99.64.37","64.99.64.0","CA","com",15,6,7,08/11/2009 00:00,25/10/2010 00:00
208,"iawti.org",894,256119,1,7,32285,595577,96662,09/02/2009 00:00,10/08/2013 00:00,"108.175.149.11","108.175.149.0","US","org",26,12,7,14/03/2013 00:00,14/03/2013 00:00
209,"arps.org",3710,487646,1,7,348129,74074,45648,21/01/2008 00:00,10/08/2013 00:00,"159.250.23.4","159.250.23.0","US","org",35,23,7,23/11/2011 00:00,08/03/2012 00:00
210,"daymix.com",12172,811368,1,7,1630128,3961439,1357438,22/07/2008 00:00,10/08/2013 00:00,"204.11.223.6","204.11.223.0","US","com",32,17,7,30/03/2010 00:00,30/03/2010 00:00
211,"bluestarsadmissionsconsulting.com",140,-1,1,7,4156,987,845,12/11/2010 00:00,08/08/2013 00:00,"129.121.177.79","129.121.177.0","US","com",12,9,7,05/12/2011 00:00,13/01/2012 00:00
212,"funcent.com",314,-1,1,7,3710,183498,132995,09/01/2008 00:00,10/08/2013 00:00,"205.251.130.53","205.251.130.0","US","com",27,4,7,30/05/2008 00:00,30/05/2008 00:00
213,"reelcomix.com",8320,-1,1,7,142712,161063,56499,07/06/2008 00:00,10/08/2013 00:00,"207.32.176.72","207.32.176.0","US","com",19,12,7,26/06/2012 00:00,08/08/2012 00:00
214,"bloggerspub.com",444,-1,1,7,50502,10432,9935,05/02/2008 00:00,09/08/2013 00:00,"108.162.196.168","108.162.196.0","US","com",16,11,7,11/04/2010 00:00,11/04/2010 00:00
215,"toyboxglobal.com.au",358,-1,1,7,4037,25098,10005,05/11/2010 00:00,12/07/2013 00:00,"50.63.211.60","50.63.211.0","US","au",12,8,7,30/11/2011 00:00,30/11/2011 00:00
216,"thingstodohigh.com",49,-1,1,7,76,2149,1621,23/12/2009 00:00,01/02/2012 00:00,"199.101.28.20","199.101.28.0","US","com",0,0,7,05/12/2011 00:00,05/12/2011 00:00
217,"mymobileringtones.co.cc",1507,-1,1,7,8813,14191,8388,05/04/2010 00:00,10/11/2012 00:00,"74.54.128.2","74.54.128.0","US","cc",13,1,7,08/12/2011 00:00,02/10/2012 00:00
218,"linkcross.info",466,-1,1,7,4331,46525,27872,09/10/2010 00:00,10/08/2013 00:00,"184.168.37.1","184.168.37.0","US","info",23,7,7,01/08/2013 00:00,01/08/2013 00:00
219,"socialbrettwork.com",161,-1,1,7,2295,826,217,01/08/2012 00:00,10/08/2013 00:00,"85.13.139.59","85.13.139.0","DE","com",21,2,7,19/06/2012 00:00,21/06/2012 00:00
220,"gemsring.com",0,-1,1,7,0,589614,589614,13/06/2008 00:00,10/08/2013 00:00,"118.139.174.1","118.139.174.0","SG","com",0,0,7,20/02/2009 00:00,07/04/2009 00:00
221,"thelatesttechnoloygy.info",232,-1,1,7,1291,4939,1699,02/01/2011 00:00,31/07/2012 00:00,"74.200.89.252","74.200.89.0","US","info",9,0,7,23/12/2011 00:00,19/07/2012 00:00
222,"yakez.com",5307,-1,1,7,3110106,4590631,659986,30/03/2010 00:00,10/08/2013 00:00,"77.245.78.109","77.245.78.0","UK","com",49,9,7,24/04/2013 00:00,04/08/2013 00:00
223,"divinesueshinehealthandfitness.com",55,-1,1,7,952,551,476,23/10/2010 00:00,10/08/2013 00:00,"184.172.52.234","184.172.52.0","US","com",10,0,7,13/07/2012 00:00,27/07/2012 00:00
224,"braunglasmafia.de",101,-1,1,7,7593,3930,2065,04/02/2008 00:00,10/08/2013 00:00,"212.90.148.100","212.90.148.0","DE","de",16,1,7,22/11/2011 00:00,22/11/2011 00:00
225,"intellicontact.com",6119,-1,1,7,144842,2916946,716802,09/01/2008 00:00,16/07/2013 00:00,"209.114.47.66","209.114.47.0","US","com",35,25,7,08/03/2010 00:00,09/07/2010 00:00
226,"bhaktapurcity.com",22,-1,1,7,67,489,347,05/11/2011 00:00,29/07/2013 00:00,"208.91.197.101","208.91.197.0","UK","com",7,3,7,08/12/2011 00:00,19/04/2012 00:00
227,"rhinoautomotive.com",178,-1,1,7,829,173,115,24/01/2008 00:00,24/07/2013 00:00,"184.106.121.204","184.106.121.0","US","com",12,6,7,26/03/2011 00:00,12/07/2013 00:00
228,"dublincityonline.com",30,-1,1,7,349,938941,938940,24/09/2009 00:00,13/02/2013 00:00,"82.98.86.169","82.98.86.0","DE","com",0,0,7,17/03/2010 00:00,15/11/2011 00:00
229,"tamilsearch.co.uk",925,-1,1,7,964716,1467312,550937,08/12/2008 00:00,16/03/2012 00:00,"81.21.75.42","81.21.75.0","UK","uk",8,5,7,25/11/2009 00:00,20/10/2010 00:00
230,"droid-life.com",43479,11390,1,6,2256253,168892,82297,04/01/2010 00:00,10/08/2013 00:00,"8.29.132.90","8.29.132.0","US","com",60,39,6,30/11/2011 00:00,06/12/2011 00:00
231,"arukikata.co.jp",17659,18045,1,6,5165492,30309840,1638119,24/01/2008 00:00,10/08/2013 00:00,"210.254.36.102","210.254.36.0","JP","jp",54,54,6,07/01/2010 00:00,07/01/2010 00:00
232,"silink.info",2807,143440,1,6,139577,135879,111961,12/05/2011 00:00,10/08/2013 00:00,"98.129.229.55","98.129.229.0","US","info",22,12,6,01/06/2013 00:00,01/06/2013 00:00
233,"byethost18.com",122329,231173,1,6,5580718,2289697,1037310,13/01/2008 00:00,10/08/2013 00:00,"209.190.85.126","209.190.85.0","US","com",51,32,6,28/11/2011 00:00,09/01/2012 00:00
234,"framebay.com",441,-1,1,6,6515,226746,34878,24/05/2011 00:00,10/08/2013 00:00,"213.186.33.3","213.186.33.0","FR","com",14,2,6,21/12/2011 00:00,21/12/2011 00:00
235,"vegaschinese.com",305,-1,1,6,89561,14776,13048,24/11/2010 00:00,10/08/2013 00:00,"67.20.113.241","67.20.113.0","US","com",43,6,6,01/09/2012 00:00,10/03/2013 00:00
236,"tudienykhoa.net",270,-1,1,6,11086,12604,8928,25/09/2009 00:00,10/08/2013 00:00,"173.236.158.229","173.236.158.0","US","net",33,3,6,19/12/2011 00:00,17/07/2013 00:00
237,"teatropilipinas.org",114,-1,1,6,8150,4376,1990,06/03/2009 00:00,09/08/2013 00:00,"208.113.163.73","208.113.163.0","US","org",14,2,6,25/11/2011 00:00,04/12/2011 00:00
238,"inrous.com",2373,-1,1,6,48185,186196,41899,23/01/2010 00:00,10/08/2013 00:00,"70.85.23.158","70.85.23.0","US","com",18,3,6,12/11/2011 00:00,12/11/2011 00:00
239,"team-success.de",1309,-1,1,6,71111,6987,4935,23/01/2008 00:00,10/08/2013 00:00,"195.93.201.82","195.93.201.0","DE","de",31,24,6,04/12/2011 00:00,15/12/2011 00:00
240,"containergardening.us",90,-1,1,6,6525,6420,5667,27/12/2008 00:00,10/08/2013 00:00,"173.231.48.132","173.231.48.0","US","us",9,4,6,07/12/2011 00:00,28/02/2013 00:00
241,"hostmot.com",109,-1,1,6,1018,459,397,13/11/2008 00:00,31/07/2013 00:00,"174.122.149.62","174.122.149.0","US","com",16,3,6,14/12/2011 00:00,22/08/2012 00:00
242,"virtualworldfitness.net",781,-1,1,6,10077,43184,18473,11/08/2010 00:00,10/08/2013 00:00,"198.1.127.9","198.1.127.0","US","net",26,9,6,25/11/2011 00:00,25/11/2011 00:00
243,"gopher.co",1,-1,1,6,2,75338,75337,31/01/2011 00:00,10/08/2013 00:00,"173.201.198.128","173.201.198.0","US","co",6,0,6,07/03/2011 00:00,09/12/2012 00:00
244,"propertycambridge.com",25,-1,1,6,5727,849268,849268,20/12/2008 00:00,28/12/2012 00:00,"64.95.64.218","64.95.64.0","US","com",0,0,6,16/01/2010 00:00,11/07/2010 00:00
245,"7life7.net",4,-1,1,6,173,1081214,1081214,09/06/2009 00:00,10/08/2013 00:00,"184.168.221.96","184.168.221.0","US","net",0,0,6,24/08/2010 00:00,22/02/2011 00:00
246,"glmstat.com",291,-1,1,6,1324,6420,5585,17/01/2008 00:00,16/12/2012 00:00,"173.247.248.36","173.247.248.0","US","com",8,8,6,22/11/2011 00:00,25/11/2011 00:00
247,"cfdus.com",0,-1,1,6,0,637399,637399,03/02/2008 00:00,07/08/2013 00:00,"184.168.221.54","184.168.221.0","US","com",0,0,6,06/01/2009 00:00,21/03/2009 00:00
248,"newsearchengines.org",0,-1,1,6,0,213362,213361,03/01/2011 00:00,12/02/2013 00:00,"74.63.39.114","74.63.39.0","US","org",0,0,6,22/01/2011 00:00,07/02/2011 00:00
249,"wineamplified.com",235,-1,1,6,1148,90573,46660,17/02/2008 00:00,09/08/2013 00:00,"69.89.31.187","69.89.31.0","US","com",15,29,6,17/02/2008 00:00,17/02/2008 00:00
250,"new-auto-portal.ru",1546,-1,1,6,20719,117965,30259,21/09/2010 00:00,10/08/2013 00:00,"188.120.228.49","188.120.228.0","RU","ru",34,25,6,22/10/2010 00:00,16/01/2013 00:00
251,"yoyoing.ru",1400,-1,1,6,28882,35428,11178,16/02/2008 00:00,10/08/2013 00:00,"144.76.1.10","144.76.1.0","DE","ru",23,5,6,23/12/2011 00:00,20/05/2012 00:00
252,"tripp.org",178,-1,1,6,7456,21438,14780,29/08/2008 00:00,10/08/2013 00:00,"50.78.211.18","50.78.211.0","US","org",16,5,6,14/04/2012 00:00,17/07/2013 00:00
253,"davidbpro.com",58,-1,1,6,261,165,141,27/07/2008 00:00,08/08/2013 00:00,"66.96.132.13","66.96.132.0","US","com",10,0,6,04/12/2011 00:00,25/12/2011 00:00
254,"medicalmarijuanavirginia.net",49,-1,1,6,514,3954,3692,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,6,24/02/2013 00:00,09/08/2013 00:00
255,"lasvegasnevadaportal.com",266,-1,1,6,11201,4716,3111,07/04/2008 00:00,07/01/2012 00:00,"38.101.213.238","38.101.213.0","US","com",9,7,6,21/06/2008 00:00,21/06/2008 00:00
256,"manurodriguez.com",187,-1,1,6,2834,3553,2083,07/12/2010 00:00,01/08/2013 00:00,"134.0.11.57","134.0.11.0","ES","com",10,1,6,05/12/2011 00:00,05/12/2011 00:00
257,"medicalmarijuanalouisiana.net",46,-1,1,6,246,4614,4246,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,6,23/02/2013 00:00,01/08/2013 00:00
258,"medicalmarijuanamaryland.org",121,-1,1,6,799,4393,3758,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",19,0,6,10/03/2013 00:00,30/07/2013 00:00
259,"kino-blog.cc",182,-1,1,6,1687,4091,1586,07/01/2010 00:00,07/08/2013 00:00,"173.83.51.67","173.83.51.0","US","cc",13,9,6,23/11/2011 00:00,23/11/2011 00:00
260,"lisburncity.net",14,-1,1,6,3973,761822,761821,06/06/2009 00:00,07/08/2013 00:00,"82.98.86.173","82.98.86.0","DE","net",0,0,6,01/10/2010 00:00,08/05/2012 00:00
261,"citizenhistorian.com",477,-1,1,6,10220,2844,1516,24/03/2008 00:00,10/08/2013 00:00,"74.220.207.86","74.220.207.0","US","com",26,7,6,22/11/2011 00:00,22/11/2011 00:00
262,"zerosheep.com",336,-1,1,6,3821,3479,1896,23/02/2009 00:00,01/07/2013 00:00,"174.120.233.250","174.120.233.0","US","com",10,7,6,02/12/2011 00:00,02/12/2011 00:00
263,"jewel-ring.com",0,-1,1,6,0,608369,608369,24/09/2008 00:00,12/06/2010 00:00,"","","","com",0,0,6,13/03/2009 00:00,04/05/2009 00:00
