"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_distinctivedesignvegas.com","FirstLinkDate_distinctivedesignvegas.com","LastLinkDate_distinctivedesignvegas.com"
542,"javatrainer.org",80,-1,1,1,248,7217,4547,09/01/2010 00:00,28/11/2012 00:00,"66.147.242.174","66.147.242.0","US","org",7,1,1,26/11/2011 00:00,07/01/2012 00:00
543,"herbkit.org",1826,-1,1,1,14861,69899,16434,15/12/2010 00:00,11/02/2013 00:00,"192.154.100.82","192.154.100.0","US","org",12,3,1,25/11/2011 00:00,21/07/2012 00:00
544,"fooddiets.org",1161,-1,1,1,27506,17679,12560,29/07/2010 00:00,10/08/2013 00:00,"67.20.85.84","67.20.85.0","US","org",19,4,1,24/11/2011 00:00,01/12/2011 00:00
545,"expertarticles.org",797,-1,1,1,3958,17373,14282,28/01/2008 00:00,26/05/2013 00:00,"72.34.34.75","72.34.34.0","US","org",9,2,1,25/11/2011 00:00,01/12/2011 00:00
546,"besightedsocialmarketingblog.com",60,-1,1,1,344,173,96,19/05/2011 00:00,19/05/2011 00:00,"184.168.221.8","184.168.221.0","US","com",8,0,1,07/04/2012 00:00,14/04/2012 00:00
547,"beyondplm.com",1385,-1,1,1,170367,9605,7808,23/09/2010 00:00,10/08/2013 00:00,"69.89.31.131","69.89.31.0","US","com",30,28,1,02/12/2012 00:00,30/05/2013 00:00
548,"beyondwp.com",393,-1,1,1,1943,43,32,17/01/2013 00:00,10/08/2013 00:00,"66.28.139.186","66.28.139.0","US","com",16,10,1,28/11/2011 00:00,09/01/2012 00:00
549,"highdefinitionprojector.org",23,-1,1,1,49,3566,3297,03/10/2010 00:00,28/12/2010 00:00,"64.74.223.39","64.74.223.0","US","org",6,0,1,08/12/2011 00:00,01/11/2012 00:00
550,"medicalmarijuananorthdakota.org",329,-1,1,1,8952,4775,3739,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",22,3,1,11/05/2013 00:00,09/08/2013 00:00
551,"medicalmarijuanaoklahoma.org",45,-1,1,1,24438,3706,3413,29/05/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",13,0,1,21/07/2013 00:00,21/07/2013 00:00
552,"armchairassociation.com",1137,-1,1,1,86508,325176,129364,08/02/2008 00:00,10/08/2013 00:00,"184.168.178.1","184.168.178.0","US","com",20,13,1,04/07/2012 00:00,04/07/2012 00:00
553,"skycity.cc",503,-1,1,1,258252,258342,135824,01/03/2009 00:00,10/08/2013 00:00,"66.148.112.10","66.148.112.0","US","cc",23,26,1,23/11/2011 00:00,23/11/2011 00:00
554,"victoriasulejowek.pl",1391,-1,1,1,39112,67041,7962,31/03/2008 00:00,05/08/2013 00:00,"176.34.104.30","176.34.104.0","IE","pl",12,12,1,22/02/2012 00:00,22/02/2012 00:00
555,"srodaslaska24.pl",795,-1,1,1,77168,94150,31936,21/11/2010 00:00,09/08/2013 00:00,"95.211.15.83","95.211.15.0","NL","pl",19,10,1,14/06/2012 00:00,14/06/2012 00:00
556,"rotf-wow.pl",347,-1,1,1,14175,16902,4440,18/11/2011 00:00,10/07/2012 00:00,"188.165.198.156","188.165.198.0","FR","pl",6,0,1,13/06/2012 00:00,13/06/2012 00:00
557,"hogwartsantofagasta.cl",1099,-1,1,1,4653,28423,5183,29/10/2009 00:00,16/04/2012 00:00,"78.29.1.22","78.29.1.0","RU","cl",9,5,1,21/12/2011 00:00,03/04/2012 00:00
558,"czterdziestkawopalach.pl",105,-1,1,1,709,32,29,02/06/2013 00:00,10/08/2013 00:00,"79.96.21.178","79.96.21.0","PL","pl",15,5,1,07/07/2012 00:00,07/07/2012 00:00
559,"clubnet.pl",14185,-1,1,1,408039,93319,24901,24/01/2008 00:00,10/08/2013 00:00,"195.242.129.1","195.242.129.0","PL","pl",32,5,1,30/09/2012 00:00,30/09/2012 00:00
560,"webmii.org",3,-1,1,1,4,403941,403941,13/09/2010 00:00,10/08/2013 00:00,"195.95.224.130","195.95.224.0","FR","org",0,0,1,05/04/2012 00:00,05/04/2012 00:00
561,"proshut.co",2696,-1,1,1,24881,38894,11421,25/07/2012 00:00,10/08/2013 00:00,"91.98.96.235","91.98.96.0","IR","co",35,8,1,11/07/2013 00:00,11/07/2013 00:00
562,"al-a7sees.com",3076,-1,1,1,173610,893394,219132,28/05/2009 00:00,16/07/2013 00:00,"69.73.128.162","69.73.128.0","US","com",22,3,1,14/01/2012 00:00,14/01/2012 00:00
563,"perenno.org",297,-1,1,1,2012,2448,2169,29/12/2010 00:00,09/08/2013 00:00,"69.89.31.110","69.89.31.0","US","org",25,11,1,21/11/2011 00:00,21/11/2011 00:00
564,"osteoarthritisofknee.org",259,-1,1,1,611,64,47,10/07/2013 00:00,20/07/2013 00:00,"174.120.243.126","174.120.243.0","US","org",6,0,1,01/03/2013 00:00,20/07/2013 00:00
565,"onenationca.org",2061,-1,1,1,17104,7782,3325,18/10/2010 00:00,10/08/2013 00:00,"97.74.158.1","97.74.158.0","US","org",16,19,1,30/11/2011 00:00,01/02/2012 00:00
566,"arab2m.com",4007,-1,1,1,259862,604661,81981,29/03/2010 00:00,08/08/2013 00:00,"184.168.221.96","184.168.221.0","US","com",28,10,1,23/12/2011 00:00,23/12/2011 00:00
567,"medicalmarijuanawyoming.org",102,-1,1,1,507,5230,4253,25/05/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,09/06/2013 00:00,29/07/2013 00:00
568,"bigworldclub.com",7520,-1,1,1,134621,108737,97299,14/01/2008 00:00,10/08/2013 00:00,"74.220.207.157","74.220.207.0","US","com",35,19,1,08/07/2013 00:00,08/07/2013 00:00
569,"crossplatformmobiledevelopment.com",14,-1,1,1,41,84,9,17/11/2011 00:00,,"82.98.86.165","82.98.86.0","DE","com",5,0,1,05/06/2012 00:00,05/06/2012 00:00
570,"4g7.net",163,-1,1,1,40550,158389,81145,19/11/2011 00:00,10/08/2013 00:00,"174.136.13.137","174.136.13.0","US","net",22,10,1,21/12/2011 00:00,09/01/2012 00:00
571,"medicalmarijuanatennessee.net",382,-1,1,1,12038,4675,3941,06/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",26,2,1,21/05/2013 00:00,08/08/2013 00:00
572,"tonnsinc.com",1427,-1,1,1,10605,101605,54379,05/12/2011 00:00,15/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",14,3,1,15/12/2011 00:00,15/12/2011 00:00
573,"mnare.com",1508,-1,1,1,46710,176955,73281,02/07/2010 00:00,10/08/2013 00:00,"72.9.158.136","72.9.158.0","US","com",30,1,1,15/06/2012 00:00,15/06/2012 00:00
574,"thuwal-net.com",2038,-1,1,1,37100,156935,57721,22/10/2008 00:00,10/08/2013 00:00,"173.193.192.33","173.193.192.0","US","com",27,5,1,26/05/2013 00:00,26/05/2013 00:00
575,"modaetendenza.com",118,-1,1,1,371,416,350,07/12/2012 00:00,10/08/2013 00:00,"217.64.195.210","217.64.195.0","IT","com",17,0,1,01/01/2012 00:00,01/01/2012 00:00
576,"mom-reviewed.com",3038,-1,1,1,30417,155758,31473,16/09/2010 00:00,17/01/2013 00:00,"69.89.31.74","69.89.31.0","US","com",17,1,1,10/01/2012 00:00,10/01/2012 00:00
577,"thepakistanupdate.com",686,-1,1,1,43765,18482,8224,22/02/2010 00:00,02/05/2013 00:00,"23.21.223.57","23.21.223.0","US","com",10,13,1,14/12/2011 00:00,14/12/2011 00:00
578,"mrseahouse.com",6307,-1,1,1,44750,27302,8413,21/10/2009 00:00,10/08/2013 00:00,"208.109.138.7","208.109.138.0","US","com",26,3,1,10/07/2012 00:00,10/07/2012 00:00
579,"topbrokerageaccounts.com",48,-1,1,1,273,77,27,10/11/2012 00:00,10/11/2012 00:00,"","","","com",7,1,1,29/05/2012 00:00,29/05/2012 00:00
580,"thechatroulettegirls.com",1183,-1,1,1,41910,21760,11083,07/10/2010 00:00,10/08/2013 00:00,"97.74.215.191","97.74.215.0","US","com",21,6,1,13/06/2012 00:00,13/06/2012 00:00
581,"myexclusiveblog.com",1005,-1,1,1,27429,162101,50393,14/05/2011 00:00,10/04/2013 00:00,"64.74.223.43","64.74.223.0","US","com",12,1,1,26/06/2012 00:00,22/12/2012 00:00
582,"thatdamnlesbian.com",31,-1,1,1,49,2572,2159,06/09/2010 00:00,15/09/2012 00:00,"69.89.31.204","69.89.31.0","US","com",5,0,1,26/11/2011 00:00,23/01/2012 00:00
583,"textbookwriting.com",57,-1,1,1,298,108,38,07/07/2013 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",10,0,1,19/06/2012 00:00,19/06/2012 00:00
584,"mytruong.com",2217,-1,1,1,10634,9882,2584,18/02/2008 00:00,10/08/2013 00:00,"64.202.163.77","64.202.163.0","US","com",16,2,1,10/07/2012 00:00,19/10/2012 00:00
585,"swiatzdrowia.com",3768,-1,1,1,15065,61273,14671,29/07/2008 00:00,10/08/2013 00:00,"89.161.186.164","89.161.186.0","PL","com",34,12,1,21/06/2012 00:00,15/07/2013 00:00
586,"supertrevligt.com",2832,-1,1,1,99948,41230,21247,02/12/2008 00:00,10/08/2013 00:00,"194.9.94.207","194.9.94.0","SE","com",28,16,1,18/12/2011 00:00,18/12/2011 00:00
587,"suescruton.com",23,-1,1,1,49,1457,7,17/01/2013 00:00,,"74.220.219.79","74.220.219.0","US","com",5,0,1,27/11/2011 00:00,27/11/2011 00:00
588,"thecenterforpositiveaging.com",134,-1,1,1,782,859,430,18/12/2008 00:00,10/08/2013 00:00,"69.89.31.130","69.89.31.0","US","com",21,11,1,22/11/2011 00:00,29/12/2011 00:00
589,"strongpedia.com",10530,-1,1,1,345756,246917,131227,30/03/2011 00:00,10/08/2013 00:00,"173.254.28.70","173.254.28.0","US","com",40,17,1,29/06/2013 00:00,29/06/2013 00:00
590,"mlmbadboy.com",88,-1,1,1,362,53348,27611,18/05/2011 00:00,10/02/2013 00:00,"184.168.221.92","184.168.221.0","US","com",6,0,1,14/12/2011 00:00,14/12/2011 00:00
591,"mistisymakeup.com",223,-1,1,1,2664,15906,15099,06/09/2008 00:00,10/08/2013 00:00,"184.170.145.235","184.170.145.0","US","com",21,3,1,30/12/2011 00:00,30/12/2011 00:00
592,"luizpicanco.com",257,-1,1,1,6688,19905,5373,19/12/2008 00:00,07/08/2013 00:00,"141.101.117.137","141.101.117.0","EU","com",21,10,1,26/11/2011 00:00,26/11/2011 00:00
593,"maerachol.com",19,-1,1,1,64,33,31,07/12/2010 00:00,17/05/2011 00:00,"209.141.49.196","209.141.49.0","US","com",6,4,1,29/11/2011 00:00,31/01/2012 00:00
594,"whoismarkrathbun.com",239,-1,1,1,2262,898,670,15/12/2009 00:00,22/12/2012 00:00,"107.20.206.69","107.20.206.0","US","com",8,3,1,01/12/2011 00:00,04/02/2012 00:00
595,"whatifiam.com",569,-1,1,1,15566,222371,61766,28/01/2010 00:00,10/08/2013 00:00,"110.4.45.111","110.4.45.0","MY","com",19,9,1,28/02/2012 00:00,28/02/2012 00:00
596,"wfotrailriders.com",4017,-1,1,1,63608,79419,46992,17/08/2010 00:00,31/07/2013 00:00,"174.120.172.90","174.120.172.0","US","com",32,17,1,20/12/2011 00:00,20/12/2011 00:00
597,"maganle.com",334,-1,1,1,1916,14794,14119,20/03/2011 00:00,10/08/2013 00:00,"97.74.144.151","97.74.144.0","US","com",21,5,1,24/12/2011 00:00,19/08/2012 00:00
598,"makemeablogger.com",44605,-1,1,1,1041165,835642,239770,28/11/2008 00:00,10/08/2013 00:00,"67.222.101.40","67.222.101.0","US","com",31,11,1,04/07/2012 00:00,04/07/2012 00:00
599,"mkforums.com",5246,-1,1,1,53218,329774,36426,22/12/2011 00:00,06/07/2012 00:00,"208.91.197.13","208.91.197.0","UK","com",18,4,1,15/06/2012 00:00,15/06/2012 00:00
600,"watchscrubsepisodes.com",485,-1,1,1,103339,3597,2994,18/11/2008 00:00,27/12/2012 00:00,"69.43.161.174","69.43.161.0","US","com",13,0,1,06/12/2011 00:00,01/01/2012 00:00
601,"marketamericasucks.com",219,-1,1,1,931,2876,2588,20/06/2010 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",17,10,1,29/08/2012 00:00,25/05/2013 00:00
602,"vipbazaar.com",202,-1,1,1,996,478,284,20/05/2008 00:00,11/10/2012 00:00,"107.20.206.69","107.20.206.0","US","com",0,0,1,17/12/2011 00:00,17/12/2011 00:00
603,"meandbadminton.com",87,-1,1,1,436,81,41,20/06/2012 00:00,11/01/2013 00:00,"74.220.199.6","74.220.199.0","US","com",7,0,1,21/06/2012 00:00,21/06/2012 00:00
604,"vacationhomepro.com",27,-1,1,1,50,425,125,15/10/2011 00:00,,"68.178.232.100","68.178.232.0","US","com",5,0,1,07/12/2011 00:00,07/12/2011 00:00
605,"turkfutbolforum.com",7331,-1,1,1,60570,691305,284442,07/03/2008 00:00,31/07/2013 00:00,"184.172.178.195","184.172.178.0","US","com",14,14,1,29/11/2012 00:00,29/11/2012 00:00
606,"turistiforever.com",506,-1,1,1,4872,11495,4477,02/11/2011 00:00,25/05/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",11,9,1,07/08/2012 00:00,07/08/2012 00:00
607,"tualatinhomesforsale.com",12,-1,1,1,22,235,230,20/06/2012 00:00,07/08/2013 00:00,"50.63.202.44","50.63.202.0","US","com",6,0,1,21/12/2011 00:00,18/01/2012 00:00
608,"watchdoctorwhoepisodes.com",341,-1,1,1,12274,244,217,13/12/2009 00:00,17/07/2013 00:00,"199.59.243.109","199.59.243.0","US","com",18,2,1,13/12/2011 00:00,10/05/2012 00:00
609,"streetroyaltytv.com",906,-1,1,1,5247,37430,30992,13/10/2009 00:00,25/07/2013 00:00,"97.74.144.108","97.74.144.0","US","com",31,4,1,05/04/2013 00:00,05/04/2013 00:00
610,"soqqtr.com",1351,-1,1,1,168920,198467,74575,13/12/2009 00:00,10/08/2013 00:00,"188.40.131.78","188.40.131.0","DE","com",25,8,1,23/06/2012 00:00,23/06/2012 00:00
611,"sonshinetvradyo.com",309,-1,1,1,17726,45268,31925,13/09/2010 00:00,09/08/2013 00:00,"208.109.181.150","208.109.181.0","US","com",16,10,1,07/05/2013 00:00,07/05/2013 00:00
612,"rizvanhasan.com",3784,-1,1,1,144927,241899,150102,03/11/2011 00:00,10/08/2013 00:00,"69.175.26.162","69.175.26.0","US","com",27,3,1,12/05/2013 00:00,10/07/2013 00:00
613,"omarwireless.com",41,-1,1,1,113,418,254,27/08/2010 00:00,10/08/2013 00:00,"184.168.192.41","184.168.192.0","US","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
614,"righttosay.com",1882,-1,1,1,28525,16635,12262,16/04/2011 00:00,10/08/2013 00:00,"206.214.218.138","206.214.218.0","US","com",30,2,1,06/08/2013 00:00,06/08/2013 00:00
615,"online4best.com",4765,-1,1,1,162138,15429,2776,13/06/2008 00:00,20/01/2013 00:00,"184.172.168.37","184.172.168.0","US","com",8,0,1,22/07/2012 00:00,17/01/2013 00:00
616,"rexaonline.com",85,-1,1,1,419,3003,1627,10/07/2010 00:00,16/07/2013 00:00,"202.90.194.173","202.90.194.0","ID","com",7,0,1,18/12/2011 00:00,18/12/2011 00:00
617,"revista24siete.com",281,-1,1,1,9285,2069,762,18/03/2008 00:00,27/07/2013 00:00,"82.98.86.163","82.98.86.0","DE","com",9,8,1,16/12/2011 00:00,16/12/2011 00:00
618,"onlybigmoms.com",1125,-1,1,1,8278,3021,2030,11/02/2008 00:00,10/08/2013 00:00,"74.117.176.18","74.117.176.0","US","com",14,2,1,19/11/2011 00:00,21/11/2011 00:00
619,"offshoresailingab.com",647,-1,1,1,2118,87716,22869,16/07/2008 00:00,10/08/2013 00:00,"46.30.211.49","46.30.211.0","DK","com",19,0,1,29/06/2012 00:00,23/07/2013 00:00
620,"onlyturae.com",286,-1,1,1,2153,2070,453,26/11/2010 00:00,25/05/2013 00:00,"173.236.152.193","173.236.152.0","US","com",7,1,1,18/07/2012 00:00,19/10/2012 00:00
621,"rainydaysuperstar.com",422,-1,1,1,2709,665,468,01/11/2011 00:00,12/06/2013 00:00,"74.55.211.77","74.55.211.0","US","com",9,9,1,05/01/2012 00:00,02/06/2012 00:00
622,"perkymomsvids.com",2719,-1,1,1,38362,7750,4283,30/01/2008 00:00,10/08/2013 00:00,"74.117.179.23","74.117.179.0","US","com",23,6,1,14/07/2012 00:00,14/07/2012 00:00
623,"persianoz.com",995,-1,1,1,8417,87107,25322,29/11/2009 00:00,09/08/2013 00:00,"198.38.82.69","198.38.82.0","US","com",19,1,1,01/08/2012 00:00,19/10/2012 00:00
624,"ptdesigners.com",5737,-1,1,1,144261,105431,41736,28/03/2011 00:00,10/08/2013 00:00,"95.93.119.70","95.93.119.0","PT","com",33,14,1,20/08/2012 00:00,20/08/2012 00:00
625,"pestermom.com",18046,-1,1,1,315799,320940,158844,24/01/2008 00:00,10/08/2013 00:00,"69.163.248.77","69.163.248.0","US","com",31,28,1,28/12/2012 00:00,28/12/2012 00:00
626,"petfashionweeksp.com",176,-1,1,1,55087,1102,800,31/03/2010 00:00,09/08/2013 00:00,"37.222.157.48","37.222.157.0","NL","com",15,7,1,03/12/2011 00:00,08/12/2011 00:00
627,"pnwbb.com",8942,-1,1,1,1564615,158904,44303,11/01/2008 00:00,07/12/2012 00:00,"67.215.66.132","67.215.66.0","US","com",13,6,1,05/09/2012 00:00,05/09/2012 00:00
628,"reggaecrib.com",9622,-1,1,1,279518,181919,40767,03/12/2008 00:00,29/06/2013 00:00,"67.215.66.132","67.215.66.0","US","com",17,8,1,14/06/2012 00:00,14/06/2012 00:00
629,"rr-8.com",3816,-1,1,1,81905,96574,37378,29/03/2013 00:00,10/08/2013 00:00,"173.192.60.226","173.192.60.0","US","com",23,1,1,02/04/2013 00:00,02/04/2013 00:00
630,"nozzleproject.com",3,-1,1,1,4,106,73,16/07/2013 00:00,21/07/2013 00:00,"66.7.220.72","66.7.220.0","US","com",0,0,1,20/07/2013 00:00,20/07/2013 00:00
631,"sarahcooperphotography.com",159,-1,1,1,1443,167,162,23/12/2012 00:00,10/08/2013 00:00,"67.23.237.183","67.23.237.0","US","com",12,2,1,14/06/2012 00:00,14/06/2012 00:00
632,"nightroyale.com",534,-1,1,1,3120,5020,3799,23/05/2010 00:00,10/08/2013 00:00,"195.110.124.133","195.110.124.0","IT","com",26,6,1,05/12/2011 00:00,05/12/2011 00:00
633,"soldbyshawna.com",330,-1,1,1,1667,841,494,31/05/2012 00:00,10/08/2013 00:00,"50.63.202.45","50.63.202.0","US","com",9,3,1,10/07/2012 00:00,10/07/2012 00:00
634,"solarpowerfollower.com",1603,-1,1,1,101321,150865,50664,25/10/2011 00:00,10/08/2013 00:00,"66.147.244.94","66.147.244.0","US","com",33,5,1,04/12/2011 00:00,28/09/2012 00:00
635,"socialmediafouls.com",579,-1,1,1,5596,80327,24195,29/03/2011 00:00,25/02/2012 00:00,"67.215.66.132","67.215.66.0","US","com",9,2,1,19/01/2012 00:00,19/01/2012 00:00
636,"nodepositcasinosbonuses.com",1466,-1,1,1,10826,406,372,03/10/2012 00:00,10/08/2013 00:00,"173.201.25.49","173.201.25.0","US","com",16,2,1,21/06/2012 00:00,21/06/2012 00:00
637,"smallbusinessgrantwriting.com",22,-1,1,1,37,128,75,03/11/2010 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",8,0,1,19/11/2011 00:00,19/11/2011 00:00
638,"noiraufeminin.com",6507,-1,1,1,168381,78736,25430,08/03/2008 00:00,05/08/2013 00:00,"87.98.140.31","87.98.140.0","FR","com",43,15,1,15/08/2012 00:00,15/08/2012 00:00
639,"skyaoye.com",649,-1,1,1,1249,3041,2561,24/03/2008 00:00,29/03/2013 00:00,"208.98.17.14","208.98.17.0","US","com",7,3,1,12/12/2011 00:00,12/12/2011 00:00
640,"skorchmagazine.com",1621,-1,1,1,78203,9944,5624,07/02/2008 00:00,10/08/2013 00:00,"208.109.181.175","208.109.181.0","US","com",27,21,1,27/11/2011 00:00,20/02/2012 00:00
641,"shopfluff.com",376,-1,1,1,6403,6940,5732,27/07/2009 00:00,10/08/2013 00:00,"69.163.248.19","69.163.248.0","US","com",17,1,1,28/11/2011 00:00,28/11/2011 00:00
642,"shesnotajanitor.com",2913,-1,1,1,23812,110990,55815,06/08/2008 00:00,10/08/2013 00:00,"208.109.14.78","208.109.14.0","US","com",38,6,1,29/04/2012 00:00,29/04/2012 00:00
643,"noireaufeminin.com",4167,-1,1,1,44955,101180,24679,15/12/2009 00:00,09/08/2013 00:00,"87.98.140.31","87.98.140.0","FR","com",37,2,1,15/08/2012 00:00,15/08/2012 00:00
644,"sh-3r.com",2212,-1,1,1,562493,415677,157950,08/07/2009 00:00,16/06/2012 00:00,"64.74.223.31","64.74.223.0","US","com",11,10,1,15/12/2011 00:00,15/12/2011 00:00
645,"segundobarrioscene.com",57,-1,1,1,87,1410,743,04/06/2010 00:00,20/07/2013 00:00,"69.163.202.48","69.163.202.0","US","com",9,7,1,14/12/2011 00:00,14/12/2011 00:00
646,"norbou.com",452,-1,1,1,32587,3219,2313,13/02/2008 00:00,10/08/2013 00:00,"77.93.216.200","77.93.216.0","CZ","com",23,20,1,17/04/2012 00:00,17/04/2012 00:00
647,"sd-sunnah.com",19579,-1,1,1,654179,458081,178905,15/01/2008 00:00,09/08/2013 00:00,"216.218.245.175","216.218.245.0","US","com",27,19,1,10/07/2012 00:00,10/07/2012 00:00
648,"sayyeahshop.com",64,-1,1,1,355,87,52,21/06/2012 00:00,30/03/2013 00:00,"69.43.161.167","69.43.161.0","US","com",10,1,1,21/06/2012 00:00,21/06/2012 00:00
649,"worldofelephants.com",339,-1,1,1,1981,2562,321,01/06/2011 00:00,27/07/2012 00:00,"174.132.77.62","174.132.77.0","US","com",8,0,1,26/05/2012 00:00,05/06/2012 00:00
650,"moltqaa.net",6348,-1,1,1,82126,108321,30332,03/06/2008 00:00,10/08/2013 00:00,"5.153.2.232","5.153.2.0","NL","net",35,4,1,01/08/2012 00:00,08/08/2012 00:00
651,"livematurezone.com",4267,-1,1,1,46941,9522,7810,14/02/2008 00:00,10/08/2013 00:00,"74.117.176.18","74.117.176.0","US","com",20,2,1,15/07/2012 00:00,15/07/2012 00:00
652,"lebronpost.com",49,-1,1,1,159,199,196,20/06/2012 00:00,27/07/2013 00:00,"66.147.244.60","66.147.244.0","US","com",7,0,1,22/11/2011 00:00,14/02/2012 00:00
653,"euca.net",19657,-1,1,1,360266,439388,156061,24/01/2008 00:00,10/08/2013 00:00,"106.187.36.19","106.187.36.0","CN","net",38,8,1,09/03/2013 00:00,09/03/2013 00:00
654,"dohaladies.com",7318,-1,1,1,242563,263719,98150,15/01/2010 00:00,04/01/2013 00:00,"8.5.1.48","8.5.1.0","US","com",12,8,1,16/06/2012 00:00,16/06/2012 00:00
655,"epiclounge.net",446,-1,1,1,1765,12027,3132,24/07/2011 00:00,10/08/2013 00:00,"23.23.210.22","23.23.210.0","US","net",11,0,1,17/01/2012 00:00,14/07/2012 00:00
656,"el-rincon.net",809,-1,1,1,4217,118939,40639,28/01/2008 00:00,10/08/2013 00:00,"217.76.130.52","217.76.130.0","ES","net",25,0,1,01/08/2012 00:00,01/08/2012 00:00
657,"discoverstlucia.net",126,-1,1,1,439,4115,3145,04/12/2010 00:00,09/08/2013 00:00,"94.229.167.70","94.229.167.0","UK","net",15,5,1,05/12/2011 00:00,05/12/2011 00:00
658,"denverathleticclub.net",553,-1,1,1,5013,4968,4143,17/11/2009 00:00,10/08/2013 00:00,"198.154.224.126","198.154.224.0","US","net",22,1,1,27/07/2012 00:00,21/07/2013 00:00
659,"dartry.net",2,-1,1,1,976,91616,91615,28/11/2009 00:00,05/02/2013 00:00,"82.98.86.167","82.98.86.0","DE","net",0,0,1,07/01/2012 00:00,07/01/2012 00:00
660,"dngeek.com",103,-1,1,1,3752,812,700,09/06/2008 00:00,01/11/2012 00:00,"72.32.28.75","72.32.28.0","US","com",7,1,1,18/12/2011 00:00,11/11/2012 00:00
661,"ezinearticlesplanet.com",1131,-1,1,1,7618,82131,54690,14/11/2008 00:00,31/07/2013 00:00,"174.120.139.35","174.120.139.0","US","com",15,3,1,11/07/2012 00:00,11/07/2012 00:00
662,"atlantaeviction.net",70,-1,1,1,667,328,110,02/10/2010 00:00,26/03/2012 00:00,"69.43.161.180","69.43.161.0","US","net",12,4,1,26/03/2012 00:00,26/03/2012 00:00
663,"adventureinindia.net",7,-1,1,1,15,710,691,04/01/2011 00:00,10/04/2012 00:00,"67.215.77.132","67.215.77.0","US","net",5,0,1,27/03/2012 00:00,10/04/2012 00:00
664,"findaudiobook.com",28,-1,1,1,72,3299,3071,27/01/2008 00:00,10/08/2013 00:00,"50.63.36.1","50.63.36.0","US","com",7,2,1,19/12/2012 00:00,19/12/2012 00:00
665,"finerywebdesign.com",422,-1,1,1,2896,4566,1641,04/04/2008 00:00,10/08/2013 00:00,"98.124.252.136","98.124.252.0","US","com",12,6,1,03/10/2012 00:00,03/10/2012 00:00
666,"umnojb.com.my",35107,-1,1,1,5815938,238939,149520,24/01/2008 00:00,10/08/2013 00:00,"202.71.109.31","202.71.109.0","MY","my",25,7,1,19/04/2012 00:00,19/04/2012 00:00
667,"southdakota.me",2291,-1,1,1,24920,215233,39419,05/11/2010 00:00,01/11/2012 00:00,"69.89.31.112","69.89.31.0","US","me",10,1,1,06/01/2012 00:00,06/01/2012 00:00
668,"focusmypractice.com",50,-1,1,1,113,185,60,30/10/2010 00:00,07/02/2012 00:00,"50.63.202.14","50.63.202.0","US","com",7,0,1,04/12/2011 00:00,04/12/2011 00:00
669,"facebooknaija.com",13,-1,1,1,25,2644,544,15/04/2011 00:00,24/07/2013 00:00,"108.167.184.0","108.167.184.0","US","com",5,2,1,27/11/2011 00:00,27/11/2011 00:00
670,"foxnos.com",2458,-1,1,1,60836,175720,44322,13/02/2010 00:00,10/08/2013 00:00,"67.18.43.217","67.18.43.0","US","com",19,4,1,10/01/2012 00:00,10/01/2012 00:00
671,"firhouse.net",274,-1,1,1,1380,742503,61451,05/06/2009 00:00,25/07/2013 00:00,"82.98.86.161","82.98.86.0","DE","net",4,0,1,06/01/2012 00:00,06/01/2012 00:00
672,"directorylinx.com",388,-1,1,1,2735,31823,14291,12/10/2008 00:00,09/10/2012 00:00,"216.8.179.25","216.8.179.0","CA","com",9,4,1,03/06/2012 00:00,03/06/2012 00:00
673,"medicalmarijuananebraska.net",140,-1,1,1,1231,5395,4821,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",22,2,1,24/04/2013 00:00,08/08/2013 00:00
674,"medicalmarijuanamissouri.net",351,-1,1,1,4751,4558,3804,17/12/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",25,4,1,09/05/2013 00:00,23/07/2013 00:00
675,"cumshotbestpics.com",1886,-1,1,1,48967,5700,3341,04/02/2008 00:00,10/08/2013 00:00,"208.94.232.213","208.94.232.0","US","com",21,3,1,27/06/2012 00:00,04/07/2012 00:00
676,"daralkashkol.com",3290,-1,1,1,24395,85163,45856,15/08/2008 00:00,10/08/2013 00:00,"213.171.218.186","213.171.218.0","UK","com",38,7,1,01/08/2012 00:00,01/08/2012 00:00
677,"medicalmarijuanaidaho.net",139,-1,1,1,1316,4784,4284,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",24,2,1,14/06/2013 00:00,14/06/2013 00:00
