"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_lorifeldmanattorney.com","FirstLinkDate_lorifeldmanattorney.com","LastLinkDate_lorifeldmanattorney.com"
541,"hirihiri.com",9946,-1,1,1,207568,226597,127279,10/01/2008 00:00,10/08/2013 00:00,"220.73.160.93","220.73.160.0","KR","com",33,9,1,26/06/2012 00:00,22/12/2012 00:00
542,"hkmomo.com",6966,-1,1,1,54864,371629,174281,11/02/2008 00:00,10/08/2013 00:00,"58.64.197.124","58.64.197.0","HK","com",36,4,1,01/08/2013 00:00,01/08/2013 00:00
543,"homebrewps3.com",255,-1,1,1,7017,5807,2983,07/04/2011 00:00,14/12/2011 00:00,"74.208.159.70","74.208.159.0","US","com",10,1,1,19/11/2011 00:00,19/11/2011 00:00
544,"make-up-styles.com",2486,-1,1,1,147490,30015,17684,25/10/2010 00:00,10/08/2013 00:00,"50.63.123.1","50.63.123.0","US","com",15,4,1,21/11/2011 00:00,21/11/2011 00:00
545,"maganle.com",334,-1,1,1,1916,14794,14119,20/03/2011 00:00,10/08/2013 00:00,"97.74.144.151","97.74.144.0","US","com",21,5,1,24/12/2011 00:00,19/08/2012 00:00
546,"maerachol.com",19,-1,1,1,64,33,31,07/12/2010 00:00,17/05/2011 00:00,"209.141.49.196","209.141.49.0","US","com",6,4,1,29/11/2011 00:00,31/01/2012 00:00
547,"madandrich.com",274,-1,1,1,2776,4762,860,10/10/2009 00:00,01/08/2013 00:00,"69.43.161.177","69.43.161.0","US","com",13,0,1,23/11/2011 00:00,23/11/2011 00:00
548,"lotussmb.com",951,-1,1,1,8567,9723,3306,08/08/2008 00:00,12/06/2013 00:00,"69.43.161.180","69.43.161.0","US","com",19,10,1,14/12/2011 00:00,14/12/2011 00:00
549,"loosefatinfo.com",54,-1,1,1,200,171,105,18/06/2012 00:00,01/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
550,"lonend.com",168,-1,1,1,870,40923,17385,15/10/2008 00:00,10/08/2013 00:00,"173.254.42.176","173.254.42.0","US","com",14,1,1,21/06/2012 00:00,21/06/2012 00:00
551,"local-attorney.com",6879,-1,1,1,183733,86831,38688,24/01/2008 00:00,17/07/2013 00:00,"207.7.94.9","207.7.94.0","US","com",24,5,1,10/03/2012 00:00,05/09/2012 00:00
552,"lexib.com",382,-1,1,1,17566,9257,6539,15/02/2011 00:00,10/08/2013 00:00,"192.41.14.2","192.41.14.0","US","com",25,6,1,12/12/2011 00:00,24/01/2012 00:00
553,"compassramblers.com",23,-1,1,1,141,30305,19533,27/02/2013 00:00,10/08/2013 00:00,"74.208.129.47","74.208.129.0","US","com",20,0,1,06/06/2013 00:00,06/06/2013 00:00
554,"latestnet.com",1125,-1,1,1,11667,10364,3267,24/10/2011 00:00,04/08/2013 00:00,"198.24.130.195","198.24.130.0","US","com",14,3,1,28/11/2011 00:00,28/11/2011 00:00
555,"labandadelgallinero.com",253,-1,1,1,1656,308,200,21/06/2012 00:00,22/02/2013 00:00,"69.43.161.174","69.43.161.0","US","com",12,0,1,13/06/2012 00:00,13/06/2012 00:00
556,"kothapallyarun.com",328,-1,1,1,2940,8535,2717,04/07/2011 00:00,15/07/2013 00:00,"174.120.234.5","174.120.234.0","US","com",13,4,1,25/04/2012 00:00,25/04/2012 00:00
557,"kittysdrawings.com",1388,-1,1,1,74915,7713,6026,11/11/2010 00:00,10/08/2013 00:00,"113.20.5.193","113.20.5.0","AU","com",23,18,1,18/01/2012 00:00,18/01/2012 00:00
558,"kedai-hulubalang.com",46,-1,1,1,193,94,37,18/05/2011 00:00,18/05/2011 00:00,"91.121.81.175","91.121.81.0","FR","com",6,0,1,02/12/2011 00:00,12/04/2012 00:00
559,"joltcafe.com",81,-1,1,1,228,254,234,24/01/2011 00:00,28/01/2012 00:00,"66.147.244.188","66.147.244.0","US","com",6,0,1,26/11/2011 00:00,26/11/2011 00:00
560,"janicechoi.com",75,-1,1,1,1928,1315,595,29/09/2009 00:00,10/08/2013 00:00,"72.18.158.138","72.18.158.0","US","com",11,4,1,19/11/2011 00:00,19/11/2011 00:00
561,"iwantasecondchancewithmyex.com",52,-1,1,1,128,368,18,03/10/2012 00:00,03/10/2012 00:00,"66.147.244.232","66.147.244.0","US","com",6,0,1,15/06/2012 00:00,19/10/2012 00:00
562,"imbensmith.com",1110,-1,1,1,13777,6442,2459,17/07/2010 00:00,10/08/2013 00:00,"173.201.140.128","173.201.140.0","US","com",18,2,1,17/11/2011 00:00,17/11/2011 00:00
563,"iewan.com",13907,-1,1,1,164596,313758,66590,07/02/2008 00:00,10/08/2013 00:00,"116.255.149.231","116.255.149.0","CN","com",30,13,1,20/12/2011 00:00,20/12/2011 00:00
564,"landmarkfinder.com",398,-1,1,1,18229,97547,34154,14/02/2011 00:00,10/07/2013 00:00,"184.154.130.218","184.154.130.0","US","com",11,1,1,25/10/2012 00:00,25/10/2012 00:00
565,"coccdomain.com",380,-1,1,1,3640,20255,7273,04/04/2011 00:00,14/08/2012 00:00,"8.5.1.39","8.5.1.0","US","com",8,0,1,15/12/2011 00:00,15/12/2011 00:00
566,"cheatingdrjones.com",48,-1,1,1,128,558,214,27/07/2012 00:00,24/09/2012 00:00,"66.147.244.196","66.147.244.0","US","com",9,1,1,25/07/2012 00:00,19/10/2012 00:00
567,"chauffeur-one.com",1702,-1,1,1,38675,2315,1521,27/10/2010 00:00,09/08/2013 00:00,"79.170.40.35","79.170.40.0","UK","com",19,17,1,25/08/2012 00:00,22/03/2013 00:00
568,"advisorarticle.com",3227,-1,1,1,28274,99679,19533,15/10/2011 00:00,29/07/2013 00:00,"50.63.202.90","50.63.202.0","US","com",16,3,1,14/12/2011 00:00,14/12/2011 00:00
569,"advantagearticle.com",3098,-1,1,1,28318,27010,8203,24/05/2011 00:00,20/11/2012 00:00,"184.168.221.91","184.168.221.0","US","com",22,7,1,13/12/2011 00:00,13/12/2011 00:00
570,"access-wallstreet.com",288,-1,1,1,1843,11605,6587,02/08/2009 00:00,31/07/2013 00:00,"75.148.242.145","75.148.242.0","US","com",12,1,1,05/12/2011 00:00,05/12/2011 00:00
571,"a7babcool.com",8312,-1,1,1,58906,1875559,459624,18/09/2009 00:00,10/08/2013 00:00,"144.76.13.108","144.76.13.0","DE","com",36,2,1,06/04/2012 00:00,06/04/2012 00:00
572,"4myhometown.com",936,-1,1,1,28979,1947,1866,19/06/2012 00:00,10/08/2013 00:00,"184.168.249.1","184.168.249.0","US","com",21,6,1,22/07/2012 00:00,22/07/2012 00:00
573,"360tacticaltraining.com",5974,-1,1,1,57711,9369,3050,19/09/2009 00:00,10/08/2013 00:00,"67.20.110.194","67.20.110.0","US","com",32,14,1,18/02/2012 00:00,18/02/2012 00:00
574,"24stunde.com",1343,-1,1,1,20358,21480,3675,18/11/2010 00:00,26/07/2013 00:00,"82.98.86.175","82.98.86.0","DE","com",14,2,1,30/11/2011 00:00,30/11/2011 00:00
575,"gasta.co",73,-1,1,1,117336,711663,711663,04/12/2009 00:00,12/03/2013 00:00,"91.210.235.70","91.210.235.0","IE","co",0,0,1,14/05/2012 00:00,14/05/2012 00:00
576,"fixweb.ch",11061,-1,1,1,414572,32630,13442,15/06/2010 00:00,10/08/2013 00:00,"88.198.12.203","88.198.12.0","DE","ch",34,11,1,03/12/2011 00:00,03/12/2011 00:00
577,"agronomoandaluz.com",2155,-1,1,1,12282,26800,8143,20/02/2008 00:00,09/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","com",18,6,1,19/03/2012 00:00,19/03/2012 00:00
578,"queweba.co.cc",35,-1,1,1,676,1688,892,26/08/2010 00:00,11/11/2012 00:00,"202.136.40.61","202.136.40.0","AU","cc",6,1,1,24/11/2011 00:00,26/11/2011 00:00
579,"ighypercube.ca",53,-1,1,1,164,129,113,27/09/2010 00:00,08/08/2013 00:00,"54.245.109.52","54.245.109.0","US","ca",10,0,1,17/12/2011 00:00,17/12/2011 00:00
580,"pilladas.biz",213,-1,1,1,27139,32222,11319,25/01/2009 00:00,06/01/2013 00:00,"67.215.66.132","67.215.66.0","US","biz",10,5,1,05/05/2012 00:00,22/05/2012 00:00
581,"learnyourtruth.biz",2193,-1,1,1,15143,53889,27797,12/01/2011 00:00,17/07/2013 00:00,"97.74.158.128","97.74.158.0","US","biz",22,8,1,13/02/2013 00:00,04/03/2013 00:00
582,"freemax.biz",1297,-1,1,1,12153,35956,11944,10/10/2011 00:00,31/07/2013 00:00,"174.132.114.62","174.132.114.0","US","biz",23,3,1,19/12/2011 00:00,19/12/2011 00:00
583,"doctorfinder.biz",4151,-1,1,1,112101,21529,10987,27/02/2009 00:00,10/08/2013 00:00,"199.59.243.105","199.59.243.0","US","biz",34,14,1,16/12/2011 00:00,16/12/2011 00:00
584,"bnd.bg",3478,-1,1,1,20953,93608,30378,02/06/2009 00:00,10/08/2013 00:00,"87.239.158.53","87.239.158.0","BG","bg",20,11,1,04/01/2012 00:00,04/01/2012 00:00
585,"thewoodvale.com.au",94,-1,1,1,636,61996,46287,16/08/2010 00:00,10/08/2013 00:00,"175.107.131.177","175.107.131.0","AU","au",18,13,1,21/12/2011 00:00,21/12/2011 00:00
586,"suzuki-motorcycles.com.au",167,-1,1,1,1071,297,123,25/04/2012 00:00,04/08/2013 00:00,"203.170.87.169","203.170.87.0","AU","au",11,2,1,12/05/2012 00:00,12/05/2012 00:00
587,"solarfever.com.au",588,-1,1,1,6566,1658,963,16/01/2011 00:00,16/07/2013 00:00,"174.120.137.221","174.120.137.0","US","au",12,1,1,19/12/2011 00:00,19/12/2011 00:00
588,"buzzkedo.co.cc",59,-1,1,1,463,1787,1457,04/07/2010 00:00,06/11/2012 00:00,"91.121.81.175","91.121.81.0","FR","cc",7,0,1,06/12/2011 00:00,06/12/2011 00:00
589,"maxpellblog.com",274,-1,1,1,2949,44143,13992,02/01/2011 00:00,10/08/2013 00:00,"173.201.146.128","173.201.146.0","US","com",23,19,1,15/06/2012 00:00,15/06/2012 00:00
590,"amateur-swingers-posts.com",24398,-1,1,1,619788,222646,117040,13/01/2008 00:00,10/08/2013 00:00,"75.125.107.130","75.125.107.0","US","com",37,7,1,27/07/2012 00:00,27/07/2012 00:00
591,"articleblastpro.com",7854,-1,1,1,230892,167487,129030,18/11/2011 00:00,10/08/2013 00:00,"207.7.90.103","207.7.90.0","US","com",26,8,1,12/06/2013 00:00,12/06/2013 00:00
592,"ceramichelea.com",988,-1,1,1,18946,5423,4396,07/08/2008 00:00,10/08/2013 00:00,"212.210.75.57","212.210.75.0","IT","com",20,25,1,28/11/2011 00:00,28/11/2011 00:00
593,"carinsuranceguidestore.com",37,-1,1,1,446,99,17,19/06/2012 00:00,,"81.200.64.50","81.200.64.0","UK","com",6,0,1,11/05/2012 00:00,11/05/2012 00:00
594,"buyvideogamesonline4cheap.com",297,-1,1,1,4969,123130,81760,23/12/2009 00:00,10/08/2013 00:00,"50.21.182.75","50.21.182.0","US","com",15,1,1,10/05/2013 00:00,10/05/2013 00:00
595,"businessresourcehq.com",272,-1,1,1,1090,2807,1799,30/04/2008 00:00,11/11/2012 00:00,"208.73.211.152","208.73.211.0","US","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
596,"brandvista.com",1882,-1,1,1,318903,29607,18614,14/01/2008 00:00,10/08/2013 00:00,"223.7.155.149","223.7.155.0","CN","com",31,25,1,17/05/2012 00:00,17/05/2012 00:00
597,"boysinthesand.com",11252,-1,1,1,94148,21887,6632,24/10/2011 00:00,25/07/2013 00:00,"173.201.146.1","173.201.146.0","US","com",34,9,1,09/01/2012 00:00,02/05/2013 00:00
598,"books4view.com",583,-1,1,1,5597,111456,50285,06/01/2011 00:00,31/07/2013 00:00,"174.122.64.156","174.122.64.0","US","com",11,4,1,22/10/2012 00:00,22/10/2012 00:00
599,"bmmaia.com",641,-1,1,1,58677,11134,3940,17/05/2011 00:00,10/08/2013 00:00,"188.121.46.1","188.121.46.0","NL","com",15,3,1,24/09/2012 00:00,22/03/2013 00:00
600,"blacksheepseo.com",25,-1,1,1,97,141,130,20/11/2010 00:00,10/08/2013 00:00,"208.85.221.26","208.85.221.0","CA","com",5,0,1,28/11/2011 00:00,21/02/2012 00:00
601,"armchairassociation.com",1137,-1,1,1,86508,325176,129364,08/02/2008 00:00,10/08/2013 00:00,"184.168.178.1","184.168.178.0","US","com",20,13,1,07/06/2012 00:00,07/06/2012 00:00
602,"bilandima.com",3317,-1,1,1,35582,595012,104523,23/01/2008 00:00,07/08/2013 00:00,"141.8.226.5","141.8.226.0","CH","com",25,15,1,25/08/2012 00:00,25/08/2012 00:00
603,"beyondplm.com",1385,-1,1,1,170367,9605,7808,23/09/2010 00:00,10/08/2013 00:00,"69.89.31.131","69.89.31.0","US","com",30,28,1,02/12/2012 00:00,30/05/2013 00:00
604,"best-web-hosting-providers.com",2346,-1,1,1,36230,121063,43726,26/11/2009 00:00,10/08/2013 00:00,"8.30.199.193","8.30.199.0","US","com",35,10,1,29/11/2011 00:00,29/11/2011 00:00
605,"besightedsocialmarketingblog.com",60,-1,1,1,344,173,96,19/05/2011 00:00,19/05/2011 00:00,"184.168.221.8","184.168.221.0","US","com",8,0,1,07/04/2012 00:00,14/04/2012 00:00
606,"beerordeath.com",48,-1,1,1,128,239,139,13/10/2010 00:00,12/11/2010 00:00,"173.236.40.162","173.236.40.0","US","com",7,0,1,29/11/2011 00:00,06/04/2012 00:00
607,"autoinsurancecompaniesguide.com",31,-1,1,1,111,84,20,19/06/2012 00:00,,"","","","com",6,0,1,27/12/2011 00:00,27/12/2011 00:00
608,"autoatl.com",13716,-1,1,1,279933,106172,26500,10/01/2009 00:00,10/08/2013 00:00,"72.9.254.108","72.9.254.0","US","com",25,13,1,31/03/2013 00:00,31/03/2013 00:00
609,"athritispainadvice.com",104,-1,1,1,512,61530,9256,26/08/2010 00:00,24/07/2013 00:00,"184.170.144.15","184.170.144.0","US","com",6,0,1,28/11/2011 00:00,19/12/2011 00:00
610,"artspacehue.com",2291,-1,1,1,16949,10894,4721,06/02/2008 00:00,10/08/2013 00:00,"121.254.216.168","121.254.216.0","KR","com",16,7,1,02/08/2013 00:00,02/08/2013 00:00
611,"articleguidance.com",3213,-1,1,1,103698,129282,35382,15/10/2011 00:00,10/08/2013 00:00,"50.63.202.76","50.63.202.0","US","com",31,2,1,14/12/2011 00:00,14/12/2011 00:00
612,"beyondwp.com",393,-1,1,1,1943,43,32,17/01/2013 00:00,10/08/2013 00:00,"66.28.139.186","66.28.139.0","US","com",16,10,1,28/11/2011 00:00,09/01/2012 00:00
613,"casino-poker-forum.net",2639,-1,1,1,42195,32333,17757,01/07/2008 00:00,10/08/2013 00:00,"208.109.181.123","208.109.181.0","US","net",21,6,1,01/05/2012 00:00,25/05/2013 00:00
614,"meandbadminton.com",87,-1,1,1,436,81,41,20/06/2012 00:00,11/01/2013 00:00,"74.220.199.6","74.220.199.0","US","com",7,0,1,21/06/2012 00:00,21/06/2012 00:00
615,"modaetendenza.com",118,-1,1,1,371,416,350,07/12/2012 00:00,10/08/2013 00:00,"217.64.195.210","217.64.195.0","IT","com",17,0,1,01/01/2012 00:00,01/01/2012 00:00
616,"winup.es",9765,-1,1,1,193568,742056,171432,29/01/2008 00:00,06/06/2013 00:00,"89.248.106.90","89.248.106.0","ES","es",29,20,1,04/01/2012 00:00,04/01/2012 00:00
617,"patrickbentley.dk",183,-1,1,1,1104,1521,883,23/01/2008 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","dk",14,16,1,25/07/2012 00:00,25/07/2012 00:00
618,"rock-jug.de",6234,-1,1,1,35151,44072,17293,06/03/2008 00:00,10/08/2013 00:00,"85.13.128.26","85.13.128.0","DE","de",20,2,1,16/07/2013 00:00,16/07/2013 00:00
619,"praxishomepage.de",600,-1,1,1,6681,20800,14226,20/01/2008 00:00,10/08/2013 00:00,"85.236.48.180","85.236.48.0","DE","de",25,19,1,29/07/2013 00:00,29/07/2013 00:00
620,"hqsocken.de",1929,-1,1,1,11350,44809,24203,13/07/2008 00:00,18/07/2013 00:00,"87.238.192.101","87.238.192.0","DE","de",13,2,1,22/12/2012 00:00,22/12/2012 00:00
621,"higherbeats.de",10778,-1,1,1,129326,73183,17335,29/03/2008 00:00,10/08/2013 00:00,"91.198.195.60","91.198.195.0","AT","de",39,16,1,19/12/2011 00:00,19/12/2011 00:00
622,"ghettogame2.de",309,-1,1,1,16085,67400,38067,10/07/2009 00:00,10/08/2013 00:00,"46.165.212.97","46.165.212.0","DE","de",16,5,1,29/04/2013 00:00,10/07/2013 00:00
623,"yantai-life.com",14009,-1,1,1,1010793,67613,18025,08/02/2008 00:00,10/08/2013 00:00,"216.71.184.11","216.71.184.0","US","com",36,25,1,20/12/2011 00:00,20/12/2011 00:00
624,"xtrcloud.com",661,-1,1,1,7914,20400,17028,23/01/2011 00:00,10/08/2013 00:00,"173.254.28.144","173.254.28.0","US","com",30,9,1,05/12/2011 00:00,05/12/2011 00:00
625,"wpoak.com",1915,-1,1,1,288453,78961,45025,02/02/2010 00:00,10/08/2013 00:00,"64.64.25.25","64.64.25.0","US","com",20,17,1,13/04/2012 00:00,13/04/2012 00:00
626,"worldofelephants.com",339,-1,1,1,1981,2562,321,01/06/2011 00:00,27/07/2012 00:00,"174.132.77.62","174.132.77.0","US","com",8,0,1,26/05/2012 00:00,05/06/2012 00:00
627,"whoismarkrathbun.com",239,-1,1,1,2262,898,670,15/12/2009 00:00,22/12/2012 00:00,"107.20.206.69","107.20.206.0","US","com",8,3,1,01/12/2011 00:00,04/02/2012 00:00
628,"weightlossdallasweightloss.com",663,-1,1,1,13653,17566,13070,13/10/2009 00:00,27/05/2013 00:00,"149.47.132.220","149.47.132.0","US","com",13,3,1,04/07/2012 00:00,04/07/2012 00:00
629,"watchdoctorwhoepisodes.com",341,-1,1,1,12274,244,217,13/12/2009 00:00,17/07/2013 00:00,"199.59.243.109","199.59.243.0","US","com",18,2,1,13/12/2011 00:00,10/05/2012 00:00
630,"voordijk.com",1668,-1,1,1,7567,76376,28674,07/08/2008 00:00,10/08/2013 00:00,"85.17.32.198","85.17.32.0","NL","com",26,9,1,02/05/2012 00:00,02/05/2012 00:00
631,"vipbazaar.com",202,-1,1,1,996,478,284,20/05/2008 00:00,11/10/2012 00:00,"107.20.206.69","107.20.206.0","US","com",0,0,1,17/12/2011 00:00,17/12/2011 00:00
632,"vacationhomepro.com",27,-1,1,1,50,425,125,15/10/2011 00:00,,"68.178.232.100","68.178.232.0","US","com",5,0,1,07/12/2011 00:00,07/12/2011 00:00
633,"tualatinhomesforsale.com",12,-1,1,1,22,235,230,20/06/2012 00:00,07/08/2013 00:00,"50.63.202.44","50.63.202.0","US","com",6,0,1,21/12/2011 00:00,18/01/2012 00:00
634,"triathlon-events.com",27,-1,1,1,1900,4635,541,19/06/2012 00:00,01/07/2013 00:00,"199.101.28.20","199.101.28.0","US","com",10,8,1,20/06/2012 00:00,20/06/2012 00:00
635,"eurocode.eu",8920,-1,1,1,125568,73752,19437,15/06/2012 00:00,10/08/2013 00:00,"93.186.180.70","93.186.180.0","NL","eu",35,19,1,08/07/2013 00:00,08/07/2013 00:00
636,"offroaders.com.hk",1661,-1,1,1,6007,50393,9006,17/06/2008 00:00,08/08/2013 00:00,"218.213.226.205","218.213.226.0","HK","hk",18,21,1,19/12/2011 00:00,19/12/2011 00:00
637,"pke.hu",6043,-1,1,1,83215,94190,23719,29/01/2008 00:00,08/08/2013 00:00,"91.120.50.4","91.120.50.0","HU","hu",20,13,1,23/12/2011 00:00,23/12/2011 00:00
638,"veronicamars.hu",4598,-1,1,1,25725,10056,4188,12/05/2009 00:00,09/08/2013 00:00,"31.170.163.60","31.170.163.0","US","hu",19,4,1,31/07/2012 00:00,31/07/2012 00:00
639,"atlantaeviction.net",70,-1,1,1,667,328,110,02/10/2010 00:00,26/03/2012 00:00,"69.43.161.180","69.43.161.0","US","net",12,4,1,26/03/2012 00:00,26/03/2012 00:00
640,"anythingilike.net",496,-1,1,1,9044,73762,24985,24/05/2010 00:00,23/06/2013 00:00,"199.119.227.197","199.119.227.0","US","net",9,3,1,17/11/2011 00:00,17/11/2011 00:00
641,"adventureinindia.net",7,-1,1,1,15,710,691,04/01/2011 00:00,10/04/2012 00:00,"67.215.77.132","67.215.77.0","US","net",5,0,1,27/03/2012 00:00,10/04/2012 00:00
642,"6y9.net",19404,-1,1,1,196528,198350,47554,02/07/2008 00:00,01/02/2013 00:00,"82.98.135.43","82.98.135.0","ES","net",24,7,1,27/07/2012 00:00,27/07/2012 00:00
643,"ral.org.lb",3396,-1,1,1,22813,236290,153197,16/06/2008 00:00,31/07/2013 00:00,"69.93.191.245","69.93.191.0","US","lb",17,29,1,27/02/2012 00:00,27/02/2012 00:00
644,"servizipubblicilocali.it",1920,-1,1,1,8353,9212,1566,12/11/2010 00:00,21/01/2013 00:00,"192.167.122.2","192.167.122.0","IT","it",11,5,1,19/04/2012 00:00,19/04/2012 00:00
645,"sentichenotizia.it",4189,-1,1,1,125415,23273,5523,19/08/2008 00:00,10/08/2013 00:00,"62.149.140.88","62.149.140.0","IT","it",16,6,1,27/05/2012 00:00,22/12/2012 00:00
646,"ethicalway.it",41,-1,1,1,1169,871,551,16/01/2013 00:00,10/08/2013 00:00,"62.149.140.236","62.149.140.0","IT","it",24,2,1,24/11/2011 00:00,24/11/2011 00:00
647,"veganinfo.info",212,-1,1,1,1418,3768,3306,20/11/2010 00:00,18/07/2013 00:00,"174.120.195.220","174.120.195.0","US","info",11,1,1,27/06/2012 00:00,27/06/2012 00:00
648,"topbrokerageaccounts.com",48,-1,1,1,273,77,27,10/11/2012 00:00,10/11/2012 00:00,"","","","com",7,1,1,29/05/2012 00:00,29/05/2012 00:00
649,"teamcb.info",1705,-1,1,1,7523,117090,38730,28/04/2009 00:00,10/08/2013 00:00,"208.109.181.179","208.109.181.0","US","info",22,3,1,04/02/2012 00:00,04/02/2012 00:00
650,"quit-smoking-solutions.info",68,-1,1,1,304,150195,68214,13/10/2011 00:00,21/06/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",5,0,1,24/11/2011 00:00,24/11/2011 00:00
651,"manoloblahnikwholesale.info",102,-1,1,1,508,242,42,24/12/2011 00:00,,"67.215.66.132","67.215.66.0","US","info",8,0,1,24/12/2011 00:00,24/12/2011 00:00
652,"ikariamlsd.info",7153,-1,1,1,46954,928794,135712,01/09/2010 00:00,07/08/2013 00:00,"50.63.202.86","50.63.202.0","US","info",20,5,1,20/02/2012 00:00,20/02/2012 00:00
653,"ihtexug.info",20,-1,1,1,44,78830,77204,26/02/2013 00:00,10/08/2013 00:00,"85.25.110.159","85.25.110.0","DE","info",10,0,1,22/04/2013 00:00,22/04/2013 00:00
654,"howtoinvestinthestocksmarket.info",155,-1,1,1,23420,767,453,01/05/2011 00:00,13/02/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",7,0,1,30/11/2011 00:00,21/12/2011 00:00
655,"heritagedental.info",36,-1,1,1,801,257,213,28/04/2011 00:00,10/08/2013 00:00,"74.220.219.132","74.220.219.0","US","info",11,2,1,01/08/2013 00:00,01/08/2013 00:00
656,"gajitgame.info",780,-1,1,1,7726,5830,3791,03/09/2010 00:00,15/04/2013 00:00,"50.63.202.93","50.63.202.0","US","info",14,0,1,23/11/2011 00:00,23/11/2011 00:00
657,"bestpricesale.info",182,-1,1,1,1547,4385,4216,27/02/2013 00:00,10/08/2013 00:00,"67.20.75.41","67.20.75.0","US","info",29,4,1,14/05/2012 00:00,14/05/2012 00:00
658,"askedfor.info",843,-1,1,1,10390,376480,159553,10/10/2011 00:00,01/07/2013 00:00,"141.101.116.206","141.101.116.0","EU","info",13,2,1,24/11/2011 00:00,24/11/2011 00:00
659,"roswellvirusremoval.info",57,-1,1,1,1818,1381,107,03/05/2011 00:00,08/01/2012 00:00,"","","","info",8,0,1,24/11/2011 00:00,27/01/2012 00:00
660,"tonnsinc.com",1427,-1,1,1,10605,101605,54379,05/12/2011 00:00,15/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",14,3,1,15/12/2011 00:00,15/12/2011 00:00
661,"tigrik.com",20052,-1,1,1,1032947,437833,225438,01/10/2009 00:00,09/04/2013 00:00,"64.74.223.47","64.74.223.0","US","com",16,2,1,16/07/2012 00:00,16/07/2012 00:00
662,"thepakistanupdate.com",686,-1,1,1,43765,18482,8224,22/02/2010 00:00,02/05/2013 00:00,"23.21.223.57","23.21.223.0","US","com",10,13,1,14/12/2011 00:00,14/12/2011 00:00
663,"quintaalgharb.com",111,-1,1,1,1025,1084,236,22/03/2012 00:00,10/08/2013 00:00,"46.252.201.1","46.252.201.0","NL","com",17,5,1,11/07/2012 00:00,11/07/2012 00:00
664,"propertywatford.com",9,-1,1,1,11,337802,337801,05/11/2009 00:00,20/07/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,02/01/2012 00:00,02/01/2012 00:00
665,"propertymayfair.com",41,-1,1,1,9552,707790,707790,18/12/2008 00:00,28/06/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,28/12/2011 00:00,28/12/2011 00:00
666,"prasanthnair.com",5168,-1,1,1,48687,4657,2768,14/02/2008 00:00,08/08/2013 00:00,"67.55.56.217","67.55.56.0","CA","com",16,4,1,22/12/2011 00:00,22/12/2011 00:00
667,"polooutletstorer.com",395,-1,1,1,3182,552,229,09/10/2012 00:00,10/08/2013 00:00,"64.90.54.210","64.90.54.0","US","com",13,0,1,21/06/2012 00:00,21/06/2012 00:00
668,"pinecrestcpa.com",17,-1,1,1,1313,2256,1574,15/04/2011 00:00,16/07/2013 00:00,"72.167.232.196","72.167.232.0","US","com",8,0,1,06/09/2012 00:00,04/03/2013 00:00
669,"petfashionweeksp.com",176,-1,1,1,55087,1102,800,31/03/2010 00:00,09/08/2013 00:00,"37.222.157.48","37.222.157.0","NL","com",15,7,1,03/12/2011 00:00,08/12/2011 00:00
670,"pestermom.com",18046,-1,1,1,315799,320940,158844,24/01/2008 00:00,10/08/2013 00:00,"69.163.248.77","69.163.248.0","US","com",31,28,1,28/12/2012 00:00,28/12/2012 00:00
671,"performancecarforums.com",3207,-1,1,1,17074,97673,23815,17/12/2008 00:00,14/08/2012 00:00,"72.215.225.9","72.215.225.0","US","com",15,4,1,14/12/2011 00:00,14/12/2011 00:00
672,"radiowall.com",8648,-1,1,1,145273,58442,52805,03/12/2010 00:00,10/08/2013 00:00,"208.109.181.83","208.109.181.0","US","com",24,8,1,13/05/2013 00:00,09/07/2013 00:00
673,"penthousedublin.com",19,-1,1,1,23,509557,509556,30/09/2008 00:00,12/02/2013 00:00,"82.98.86.178","82.98.86.0","DE","com",0,0,1,26/12/2011 00:00,26/12/2011 00:00
674,"onlybigmoms.com",1125,-1,1,1,8278,3021,2030,11/02/2008 00:00,10/08/2013 00:00,"74.117.176.18","74.117.176.0","US","com",14,2,1,19/11/2011 00:00,21/11/2011 00:00
675,"onlineprivatestudentloans.com",376,-1,1,1,6694,13675,3685,20/11/2010 00:00,10/08/2013 00:00,"112.78.125.232","112.78.125.0","JP","com",10,2,1,07/12/2011 00:00,07/12/2011 00:00
676,"online4best.com",4765,-1,1,1,162138,15429,2776,13/06/2008 00:00,20/01/2013 00:00,"184.172.168.37","184.172.168.0","US","com",8,0,1,22/07/2012 00:00,17/01/2013 00:00
677,"om4w.com",607,-1,1,1,4888,21041,13178,26/04/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",21,5,1,26/06/2012 00:00,22/12/2012 00:00
