"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_househuntinginlasvegas.com","FirstLinkDate_househuntinginlasvegas.com","LastLinkDate_househuntinginlasvegas.com"
540,"finerywebdesign.com",422,-1,1,1,2896,4566,1641,04/04/2008 00:00,10/08/2013 00:00,"98.124.252.136","98.124.252.0","US","com",12,6,1,03/10/2012 00:00,03/10/2012 00:00
541,"epicurean-hermit.com",7198,-1,1,1,116734,184133,44085,16/08/2008 00:00,10/08/2013 00:00,"173.254.28.118","173.254.28.0","US","com",39,19,1,20/08/2012 00:00,20/08/2012 00:00
542,"e-podlaskie.com",477,-1,1,1,2305,45719,30715,01/08/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",20,1,1,04/12/2011 00:00,04/12/2011 00:00
543,"e-daralhuda.com",848,-1,1,1,3067,128946,50425,03/11/2011 00:00,10/08/2013 00:00,"173.201.0.128","173.201.0.0","US","com",18,5,1,19/07/2013 00:00,19/07/2013 00:00
544,"dylanlacey.com",43,-1,1,1,618,1439,709,19/11/2011 00:00,20/07/2013 00:00,"67.18.208.6","67.18.208.0","US","com",10,7,1,05/12/2011 00:00,05/12/2011 00:00
545,"dvrsecurityforum.com",5856,-1,1,1,49416,436785,84176,14/08/2008 00:00,15/12/2012 00:00,"74.220.193.132","74.220.193.0","US","com",18,5,1,14/06/2012 00:00,14/06/2012 00:00
546,"drannepower.com",95,-1,1,1,302,2164,1110,18/04/2013 00:00,10/08/2013 00:00,"108.179.200.212","108.179.200.0","US","com",15,4,1,23/06/2013 00:00,23/06/2013 00:00
547,"dramatic-weightloss.com",222,-1,1,1,1634,762,162,08/06/2012 00:00,03/08/2013 00:00,"198.57.144.42","198.57.144.0","US","com",11,0,1,13/12/2011 00:00,13/12/2011 00:00
548,"diggtory.com",2383,-1,1,1,88321,288744,52853,13/10/2010 00:00,20/01/2013 00:00,"216.8.179.25","216.8.179.0","CA","com",11,3,1,08/11/2011 00:00,08/11/2011 00:00
549,"diendanxeoto.com",395,-1,1,1,2008,165040,60540,27/10/2010 00:00,10/08/2013 00:00,"112.78.2.33","112.78.2.0","VN","com",24,2,1,06/04/2012 00:00,06/04/2012 00:00
550,"cwhnetworks.com",4184,-1,1,1,186257,1678895,349639,09/01/2008 00:00,10/08/2013 00:00,"72.9.156.157","72.9.156.0","US","com",25,20,1,18/01/2012 00:00,18/01/2012 00:00
551,"cucnam.com",2329,-1,1,1,12064,40608,7886,05/04/2011 00:00,10/08/2013 00:00,"202.146.213.7","202.146.213.0","AU","com",35,13,1,05/08/2013 00:00,05/08/2013 00:00
552,"cpcbattlefields.com",213,-1,1,1,9280,63502,32341,13/01/2008 00:00,12/06/2012 00:00,"85.236.96.4","85.236.96.0","UK","com",6,0,1,29/01/2012 00:00,29/01/2012 00:00
553,"corazonyvida.com",7228,-1,1,1,51982,122830,50163,13/01/2008 00:00,10/08/2013 00:00,"176.28.47.153","176.28.47.0","DE","com",39,24,1,23/09/2012 00:00,23/09/2012 00:00
554,"coccdomain.com",380,-1,1,1,3640,20255,7273,04/04/2011 00:00,14/08/2012 00:00,"8.5.1.39","8.5.1.0","US","com",8,0,1,20/08/2012 00:00,20/08/2012 00:00
555,"chillout101.com",11383,-1,1,1,103695,1031761,125031,26/03/2008 00:00,01/08/2013 00:00,"216.172.174.134","216.172.174.0","US","com",24,10,1,10/07/2012 00:00,10/07/2012 00:00
556,"graphomaster.com",10422,-1,1,1,98312,149856,39309,25/05/2011 00:00,29/07/2013 00:00,"174.120.152.254","174.120.152.0","US","com",38,15,1,20/11/2012 00:00,20/11/2012 00:00
557,"guccipromotions.com",149,-1,1,1,542,809,64,15/11/2011 00:00,03/04/2012 00:00,"50.22.11.10","50.22.11.0","US","com",7,0,1,02/01/2012 00:00,20/04/2012 00:00
558,"guidepop.com",10813,-1,1,1,131106,166312,70610,20/03/2008 00:00,10/08/2013 00:00,"202.57.128.199","202.57.128.0","TH","com",44,14,1,01/08/2012 00:00,01/08/2012 00:00
559,"hedwigisnotdead.com",13913,-1,1,1,438117,1025232,146216,10/03/2008 00:00,02/08/2013 00:00,"69.61.37.209","69.61.37.0","US","com",20,4,1,23/12/2011 00:00,23/12/2011 00:00
560,"learnabouthealthycoffee.com",42,-1,1,1,325,1211,410,07/08/2012 00:00,21/11/2012 00:00,"97.79.236.99","97.79.236.0","US","com",6,0,1,02/08/2012 00:00,02/08/2012 00:00
561,"latestnet.com",1125,-1,1,1,11667,10364,3267,24/10/2011 00:00,04/08/2013 00:00,"198.24.130.195","198.24.130.0","US","com",14,3,1,06/11/2011 00:00,06/11/2011 00:00
562,"lasvegasrealestators.com",16,-1,1,1,222,17799,9537,31/05/2011 00:00,10/08/2013 00:00,"50.23.85.3","50.23.85.0","US","com",23,0,1,29/06/2013 00:00,29/06/2013 00:00
563,"lasvegasbestseo.com",1048,-1,1,1,17913,47,36,30/06/2013 00:00,03/07/2013 00:00,"174.122.114.251","174.122.114.0","US","com",21,7,1,26/02/2013 00:00,30/06/2013 00:00
564,"landmarkfinder.com",398,-1,1,1,18229,97547,34154,14/02/2011 00:00,10/07/2013 00:00,"184.154.130.218","184.154.130.0","US","com",11,1,1,27/08/2012 00:00,19/10/2012 00:00
565,"labandadelgallinero.com",253,-1,1,1,1656,308,200,21/06/2012 00:00,22/02/2013 00:00,"69.43.161.174","69.43.161.0","US","com",12,0,1,13/06/2012 00:00,13/06/2012 00:00
566,"ksa2op.com",4373,-1,1,1,286333,280687,62936,13/12/2009 00:00,10/08/2013 00:00,"74.119.145.204","74.119.145.0","US","com",25,12,1,17/01/2012 00:00,17/01/2012 00:00
567,"kothapallyarun.com",328,-1,1,1,2940,8535,2717,04/07/2011 00:00,15/07/2013 00:00,"174.120.234.5","174.120.234.0","US","com",13,4,1,25/04/2012 00:00,25/04/2012 00:00
568,"kittysdrawings.com",1388,-1,1,1,74915,7713,6026,11/11/2010 00:00,10/08/2013 00:00,"113.20.5.193","113.20.5.0","AU","com",23,18,1,18/01/2012 00:00,18/01/2012 00:00
569,"cheatingdrjones.com",48,-1,1,1,128,558,214,27/07/2012 00:00,24/09/2012 00:00,"66.147.244.196","66.147.244.0","US","com",9,1,1,25/07/2012 00:00,19/10/2012 00:00
570,"kedai-hulubalang.com",46,-1,1,1,193,94,37,18/05/2011 00:00,18/05/2011 00:00,"91.121.81.175","91.121.81.0","FR","com",6,0,1,02/12/2011 00:00,12/04/2012 00:00
571,"iwantasecondchancewithmyex.com",52,-1,1,1,128,368,18,03/10/2012 00:00,03/10/2012 00:00,"66.147.244.232","66.147.244.0","US","com",6,0,1,15/06/2012 00:00,19/10/2012 00:00
572,"irancg.com",7870,-1,1,1,289705,486533,219427,18/03/2008 00:00,10/08/2013 00:00,"174.36.84.92","174.36.84.0","US","com",30,8,1,19/03/2013 00:00,19/03/2013 00:00
573,"ifishdeals.com",370,-1,1,1,1974,3047,2947,21/06/2012 00:00,10/08/2013 00:00,"205.234.140.231","205.234.140.0","US","com",18,1,1,04/03/2013 00:00,04/03/2013 00:00
574,"i-bestseller.com",47,-1,1,1,1234,10440,7900,13/06/2012 00:00,25/03/2013 00:00,"50.116.67.0","50.116.67.0","US","com",8,0,1,04/03/2013 00:00,04/03/2013 00:00
575,"howtocleanseyourbody.com",4712,-1,1,1,63597,717191,232561,18/06/2010 00:00,05/01/2013 00:00,"199.59.58.162","199.59.58.0","US","com",14,4,1,14/06/2012 00:00,14/06/2012 00:00
576,"hollywoodnewsonline.com",50,-1,1,1,631,1506,798,17/11/2011 00:00,27/07/2013 00:00,"184.173.232.223","184.173.232.0","US","com",9,0,1,30/11/2011 00:00,30/11/2011 00:00
577,"hkmomo.com",6966,-1,1,1,54864,371629,174281,11/02/2008 00:00,10/08/2013 00:00,"58.64.197.124","58.64.197.0","HK","com",36,4,1,01/08/2013 00:00,01/08/2013 00:00
578,"hii-tech.com",3402,-1,1,1,21931,134953,37233,06/08/2008 00:00,31/07/2013 00:00,"119.110.97.142","119.110.97.0","MY","com",13,3,1,13/01/2012 00:00,13/01/2012 00:00
579,"heismyrock.com",141,-1,1,1,1205,550,285,11/11/2010 00:00,27/07/2013 00:00,"74.220.215.89","74.220.215.0","US","com",18,8,1,23/11/2011 00:00,23/11/2011 00:00
580,"joltcafe.com",81,-1,1,1,228,254,234,24/01/2011 00:00,28/01/2012 00:00,"66.147.244.188","66.147.244.0","US","com",6,0,1,26/11/2011 00:00,26/11/2011 00:00
581,"cheap-nike-kids-shoes.com",113,-1,1,1,1516,10448,6937,22/11/2010 00:00,29/03/2012 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,17/11/2011 00:00,19/11/2011 00:00
582,"chang-son.com",7878,-1,1,1,51376,33096,15534,16/09/2009 00:00,10/08/2013 00:00,"207.45.187.34","207.45.187.0","US","com",21,4,1,01/04/2012 00:00,01/04/2012 00:00
583,"businessresourcehq.com",272,-1,1,1,1090,2807,1799,30/04/2008 00:00,11/11/2012 00:00,"208.73.211.152","208.73.211.0","US","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
584,"fingo.cn",4558,-1,1,1,22844,44176,19416,21/04/2008 00:00,16/07/2012 00:00,"222.73.173.185","222.73.173.0","CN","cn",12,1,1,12/06/2012 00:00,12/06/2012 00:00
585,"skycity.cc",503,-1,1,1,258252,258342,135824,01/03/2009 00:00,10/08/2013 00:00,"66.148.112.10","66.148.112.0","US","cc",23,26,1,23/11/2011 00:00,23/11/2011 00:00
586,"rumor.cc",326,-1,1,1,5474,13948,4037,10/10/2011 00:00,21/12/2011 00:00,"208.73.211.12","208.73.211.0","US","cc",8,0,1,06/12/2011 00:00,06/12/2011 00:00
587,"queweba.co.cc",35,-1,1,1,676,1688,892,26/08/2010 00:00,11/11/2012 00:00,"202.136.40.61","202.136.40.0","AU","cc",6,1,1,24/11/2011 00:00,26/11/2011 00:00
588,"buzzkedo.co.cc",59,-1,1,1,463,1787,1457,04/07/2010 00:00,06/11/2012 00:00,"91.121.81.175","91.121.81.0","FR","cc",7,0,1,06/12/2011 00:00,06/12/2011 00:00
589,"ighypercube.ca",53,-1,1,1,164,129,113,27/09/2010 00:00,08/08/2013 00:00,"54.245.109.52","54.245.109.0","US","ca",10,0,1,17/12/2011 00:00,17/12/2011 00:00
590,"fizzit.ca",2864,-1,1,1,57340,555102,99891,18/07/2010 00:00,07/08/2013 00:00,"199.101.28.20","199.101.28.0","US","ca",18,4,1,06/11/2011 00:00,06/11/2011 00:00
591,"kinx.bz",296,-1,1,1,5738,11247,832,31/01/2011 00:00,21/01/2013 00:00,"74.54.207.8","74.54.207.0","US","bz",9,1,1,30/11/2011 00:00,21/12/2011 00:00
592,"zapchasti.by",1620,-1,1,1,22554,118774,33376,02/06/2009 00:00,09/08/2013 00:00,"93.125.99.14","93.125.99.0","BY","by",17,2,1,20/12/2011 00:00,20/12/2011 00:00
593,"aahhmm.com",2544,-1,1,1,28832,40074,10620,04/07/2012 00:00,14/04/2013 00:00,"208.91.197.101","208.91.197.0","UK","com",16,3,1,20/08/2012 00:00,22/12/2012 00:00
594,"rickmartins.com.br",55,-1,1,1,1116,7964,385,19/02/2011 00:00,26/12/2011 00:00,"","","","br",8,0,1,23/11/2011 00:00,25/01/2012 00:00
595,"fulloyun.biz",504,-1,1,1,11883,373214,102552,28/02/2012 00:00,10/08/2013 00:00,"5.135.178.12","5.135.178.0","FR","biz",16,12,1,28/08/2012 00:00,24/05/2013 00:00
596,"foz.biz",6621,-1,1,1,108802,130190,47631,15/11/2010 00:00,10/08/2013 00:00,"69.195.124.80","69.195.124.0","US","biz",24,8,1,11/01/2012 00:00,11/01/2012 00:00
597,"ebuyer.biz",41,-1,1,1,9324,493409,493409,04/03/2010 00:00,03/07/2013 00:00,"69.43.161.154","69.43.161.0","US","biz",0,0,1,03/12/2011 00:00,24/12/2011 00:00
598,"aikido.org.au",7848,-1,1,1,181155,88065,37572,31/01/2008 00:00,10/08/2013 00:00,"202.124.241.200","202.124.241.0","AU","au",24,26,1,18/03/2012 00:00,18/03/2012 00:00
599,"thewoodvale.com.au",94,-1,1,1,636,61996,46287,16/08/2010 00:00,10/08/2013 00:00,"175.107.131.177","175.107.131.0","AU","au",18,13,1,21/12/2011 00:00,21/12/2011 00:00
600,"solarfever.com.au",588,-1,1,1,6566,1658,963,16/01/2011 00:00,16/07/2013 00:00,"174.120.137.221","174.120.137.0","US","au",12,1,1,19/12/2011 00:00,19/12/2011 00:00
601,"mrvacservices.com.au",26,-1,1,1,63,292,122,26/12/2010 00:00,05/08/2013 00:00,"203.170.82.73","203.170.82.0","AU","au",11,3,1,22/11/2011 00:00,22/11/2011 00:00
602,"evolveit.com.au",535,-1,1,1,4962,2696,2103,05/03/2008 00:00,10/08/2013 00:00,"46.137.96.191","46.137.96.0","IE","au",11,18,1,23/11/2011 00:00,24/11/2011 00:00
603,"mangrovenforum.at",7727,-1,1,1,98619,389484,118815,27/02/2008 00:00,10/08/2013 00:00,"85.13.142.251","85.13.142.0","DE","at",26,6,1,12/04/2012 00:00,12/04/2012 00:00
604,"learnyourtruth.biz",2193,-1,1,1,15143,53889,27797,12/01/2011 00:00,17/07/2013 00:00,"97.74.158.128","97.74.158.0","US","biz",22,8,1,13/02/2013 00:00,04/03/2013 00:00
605,"lebronpost.com",49,-1,1,1,159,199,196,20/06/2012 00:00,27/07/2013 00:00,"66.147.244.60","66.147.244.0","US","com",7,0,1,22/11/2011 00:00,14/02/2012 00:00
606,"access-wallstreet.com",288,-1,1,1,1843,11605,6587,02/08/2009 00:00,31/07/2013 00:00,"75.148.242.145","75.148.242.0","US","com",12,1,1,05/12/2011 00:00,05/12/2011 00:00
607,"adweightloss.com",3110,-1,1,1,41502,60527,37364,04/01/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",27,3,1,10/11/2011 00:00,10/11/2011 00:00
608,"bruxpats.com",13121,-1,1,1,67905,51424,30639,27/08/2009 00:00,10/08/2013 00:00,"194.1.150.190","194.1.150.0","UK","com",21,5,1,04/05/2012 00:00,04/05/2012 00:00
609,"bridal-buy.com",2624,-1,1,1,253499,221225,125030,21/06/2012 00:00,10/08/2013 00:00,"66.220.4.87","66.220.4.0","US","com",39,28,1,24/02/2013 00:00,15/03/2013 00:00
610,"boysinthesand.com",11252,-1,1,1,94148,21887,6632,24/10/2011 00:00,25/07/2013 00:00,"173.201.146.1","173.201.146.0","US","com",34,9,1,09/01/2012 00:00,02/05/2013 00:00
611,"books4view.com",583,-1,1,1,5597,111456,50285,06/01/2011 00:00,31/07/2013 00:00,"174.122.64.156","174.122.64.0","US","com",11,4,1,22/10/2012 00:00,22/10/2012 00:00
612,"bnilasvegas.com",166,-1,1,1,809,1235,1192,04/03/2008 00:00,10/08/2013 00:00,"83.138.153.47","83.138.153.0","UK","com",16,19,1,18/04/2013 00:00,18/04/2013 00:00
613,"bmmaia.com",641,-1,1,1,58677,11134,3940,17/05/2011 00:00,10/08/2013 00:00,"188.121.46.1","188.121.46.0","NL","com",15,3,1,24/09/2012 00:00,22/03/2013 00:00
614,"blacksheepseo.com",25,-1,1,1,97,141,130,20/11/2010 00:00,10/08/2013 00:00,"208.85.221.26","208.85.221.0","CA","com",5,0,1,28/11/2011 00:00,21/02/2012 00:00
615,"blackoro.com",9524,-1,1,1,152497,234282,125301,29/05/2009 00:00,28/06/2013 00:00,"74.53.161.146","74.53.161.0","US","com",30,7,1,21/05/2013 00:00,21/05/2013 00:00
616,"bilandima.com",3317,-1,1,1,35582,595012,104523,23/01/2008 00:00,07/08/2013 00:00,"141.8.226.5","141.8.226.0","CH","com",25,15,1,25/08/2012 00:00,25/08/2012 00:00
617,"adult-psp.com",963,-1,1,1,18970,53859,39899,07/03/2008 00:00,10/08/2013 00:00,"66.254.117.17","66.254.117.0","US","com",26,8,1,05/07/2012 00:00,05/07/2012 00:00
618,"beyondwp.com",393,-1,1,1,1943,43,32,17/01/2013 00:00,10/08/2013 00:00,"66.28.139.186","66.28.139.0","US","com",16,10,1,28/11/2011 00:00,09/01/2012 00:00
619,"besightedsocialmarketingblog.com",60,-1,1,1,344,173,96,19/05/2011 00:00,19/05/2011 00:00,"184.168.221.8","184.168.221.0","US","com",8,0,1,07/04/2012 00:00,14/04/2012 00:00
620,"ben10toy.com",208,-1,1,1,1342,39638,22879,24/05/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",18,0,1,28/11/2011 00:00,28/11/2011 00:00
621,"athritispainadvice.com",104,-1,1,1,512,61530,9256,26/08/2010 00:00,24/07/2013 00:00,"184.170.144.15","184.170.144.0","US","com",6,0,1,28/11/2011 00:00,19/12/2011 00:00
622,"articleblastpro.com",7854,-1,1,1,230892,167487,129030,18/11/2011 00:00,10/08/2013 00:00,"207.7.90.103","207.7.90.0","US","com",26,8,1,16/03/2013 00:00,16/03/2013 00:00
623,"arocars.com",6039,-1,1,1,30176,174798,12309,02/09/2008 00:00,10/08/2013 00:00,"194.28.172.240","194.28.172.0","UA","com",24,7,1,31/01/2012 00:00,31/01/2012 00:00
624,"armchairassociation.com",1137,-1,1,1,86508,325176,129364,08/02/2008 00:00,10/08/2013 00:00,"184.168.178.1","184.168.178.0","US","com",20,13,1,04/07/2012 00:00,04/07/2012 00:00
625,"althiriany.com",1928,-1,1,1,13493,76418,25577,06/11/2012 00:00,10/08/2013 00:00,"50.63.38.1","50.63.38.0","US","com",28,4,1,12/07/2013 00:00,12/07/2013 00:00
626,"almanhalschools.com",1970,-1,1,1,6716,117633,38947,09/07/2008 00:00,10/08/2013 00:00,"64.74.223.32","64.74.223.0","US","com",22,2,1,25/08/2012 00:00,22/03/2013 00:00
627,"agtnews.com",513,-1,1,1,13370,6324,5574,04/11/2011 00:00,31/07/2013 00:00,"184.173.197.28","184.173.197.0","US","com",29,11,1,04/03/2013 00:00,04/03/2013 00:00
628,"beweightless.com",4109,-1,1,1,24729,55267,13144,19/06/2012 00:00,10/08/2013 00:00,"66.147.244.83","66.147.244.0","US","com",38,4,1,30/06/2013 00:00,04/08/2013 00:00
629,"lonend.com",168,-1,1,1,870,40923,17385,15/10/2008 00:00,10/08/2013 00:00,"173.254.42.176","173.254.42.0","US","com",14,1,1,24/10/2012 00:00,22/03/2013 00:00
630,"madandrich.com",274,-1,1,1,2776,4762,860,10/10/2009 00:00,01/08/2013 00:00,"69.43.161.177","69.43.161.0","US","com",13,0,1,23/11/2011 00:00,23/11/2011 00:00
631,"maerachol.com",19,-1,1,1,64,33,31,07/12/2010 00:00,17/05/2011 00:00,"209.141.49.196","209.141.49.0","US","com",6,4,1,29/11/2011 00:00,31/01/2012 00:00
632,"sabaki-eckernfoerde.de",703,-1,1,1,2524,9301,2275,10/01/2009 00:00,10/08/2013 00:00,"212.227.215.106","212.227.215.0","DE","de",13,11,1,04/03/2012 00:00,04/03/2012 00:00
633,"worldfamousinnz.com",76,-1,1,1,395,1180,824,01/06/2011 00:00,08/08/2013 00:00,"184.168.221.36","184.168.221.0","US","com",7,0,1,02/12/2011 00:00,04/02/2012 00:00
634,"whoismarkrathbun.com",239,-1,1,1,2262,898,670,15/12/2009 00:00,22/12/2012 00:00,"107.20.206.69","107.20.206.0","US","com",8,3,1,01/12/2011 00:00,04/02/2012 00:00
635,"wendudu.com",1282,-1,1,1,24073,38004,7213,07/11/2009 00:00,10/08/2013 00:00,"69.163.169.105","69.163.169.0","US","com",16,4,1,09/11/2011 00:00,09/11/2011 00:00
636,"weblogpoint.com",3011,-1,1,1,33781,10587,6485,02/11/2011 00:00,10/08/2013 00:00,"81.169.145.175","81.169.145.0","DE","com",31,5,1,08/12/2011 00:00,08/12/2011 00:00
637,"watchscrubsepisodes.com",485,-1,1,1,103339,3597,2994,18/11/2008 00:00,27/12/2012 00:00,"69.43.161.174","69.43.161.0","US","com",13,0,1,21/12/2011 00:00,21/12/2011 00:00
638,"vipbazaar.com",202,-1,1,1,996,478,284,20/05/2008 00:00,11/10/2012 00:00,"107.20.206.69","107.20.206.0","US","com",0,0,1,17/12/2011 00:00,17/12/2011 00:00
639,"vietnambullykennelclub.com",798,-1,1,1,3167,74298,22216,23/01/2011 00:00,10/08/2013 00:00,"112.78.2.92","112.78.2.0","VN","com",15,1,1,08/12/2011 00:00,08/12/2011 00:00
640,"verticaltuning.com",591,-1,1,1,5237,22417,10565,20/06/2012 00:00,08/07/2013 00:00,"46.28.239.190","46.28.239.0","TR","com",9,6,1,04/05/2013 00:00,04/05/2013 00:00
641,"patrickbentley.dk",183,-1,1,1,1104,1521,883,23/01/2008 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","dk",14,16,1,25/07/2012 00:00,25/07/2012 00:00
642,"vegandflower.com",1440,-1,1,1,23584,82761,28239,21/07/2010 00:00,29/06/2013 00:00,"174.120.116.253","174.120.116.0","US","com",9,3,1,07/12/2011 00:00,07/12/2011 00:00
643,"topbrokerageaccounts.com",48,-1,1,1,273,77,27,10/11/2012 00:00,10/11/2012 00:00,"","","","com",7,1,1,29/05/2012 00:00,29/05/2012 00:00
644,"tigrik.com",20052,-1,1,1,1032947,437833,225438,01/10/2009 00:00,09/04/2013 00:00,"64.74.223.47","64.74.223.0","US","com",16,2,1,16/07/2012 00:00,16/07/2012 00:00
645,"thenadas.com",2486,-1,1,1,62440,8878,5933,01/02/2008 00:00,10/08/2013 00:00,"199.204.253.45","199.204.253.0","US","com",29,31,1,13/07/2012 00:00,13/07/2012 00:00
646,"thedreambodydiet.com",83,-1,1,1,339,195,55,11/10/2010 00:00,18/03/2012 00:00,"173.254.28.78","173.254.28.0","US","com",8,3,1,20/12/2011 00:00,05/01/2012 00:00
647,"thechatroulettegirls.com",1183,-1,1,1,41910,21760,11083,07/10/2010 00:00,10/08/2013 00:00,"97.74.215.191","97.74.215.0","US","com",21,6,1,13/06/2012 00:00,13/06/2012 00:00
648,"thatdamnlesbian.com",31,-1,1,1,49,2572,2159,06/09/2010 00:00,15/09/2012 00:00,"69.89.31.204","69.89.31.0","US","com",5,0,1,26/11/2011 00:00,07/01/2012 00:00
649,"textbookwriting.com",57,-1,1,1,298,108,38,07/07/2013 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",10,0,1,19/06/2012 00:00,19/06/2012 00:00
650,"suescruton.com",23,-1,1,1,49,1457,7,17/01/2013 00:00,,"74.220.219.79","74.220.219.0","US","com",5,0,1,27/11/2011 00:00,27/11/2011 00:00
651,"strongholdgames.com",383,-1,1,1,13767,1274,1023,14/04/2011 00:00,10/08/2013 00:00,"184.168.230.45","184.168.230.0","US","com",34,40,1,23/11/2011 00:00,23/11/2011 00:00
652,"tuninghell.com",5173,-1,1,1,47131,418394,100703,09/07/2010 00:00,10/08/2013 00:00,"176.9.23.121","176.9.23.0","DE","com",43,6,1,20/06/2013 00:00,20/06/2013 00:00
653,"spreeworld.com",3766,-1,1,1,45883,249543,95011,10/09/2010 00:00,10/08/2013 00:00,"66.147.244.113","66.147.244.0","US","com",32,6,1,18/03/2013 00:00,18/03/2013 00:00
654,"oz-design.es",2728,-1,1,1,198695,1721,1267,10/10/2008 00:00,10/08/2013 00:00,"184.154.136.60","184.154.136.0","US","es",31,13,1,24/11/2011 00:00,24/11/2011 00:00
655,"voordijk.eu",1026,-1,1,1,7757,63588,25419,02/09/2008 00:00,10/08/2013 00:00,"85.17.32.198","85.17.32.0","NL","eu",21,2,1,22/04/2012 00:00,22/04/2012 00:00
656,"bibleversesaboutlove.net",1239,-1,1,1,5384,5443,5387,27/01/2011 00:00,10/08/2013 00:00,"72.167.183.56","72.167.183.0","US","net",27,18,1,09/12/2011 00:00,06/05/2012 00:00
657,"atlantaeviction.net",70,-1,1,1,667,328,110,02/10/2010 00:00,26/03/2012 00:00,"69.43.161.180","69.43.161.0","US","net",12,4,1,26/03/2012 00:00,26/03/2012 00:00
658,"adventureinindia.net",7,-1,1,1,15,710,691,04/01/2011 00:00,10/04/2012 00:00,"67.215.77.132","67.215.77.0","US","net",5,0,1,27/03/2012 00:00,10/04/2012 00:00
659,"4g7.net",163,-1,1,1,40550,158389,81145,19/11/2011 00:00,10/08/2013 00:00,"174.136.13.137","174.136.13.0","US","net",22,10,1,20/12/2011 00:00,10/01/2012 00:00
660,"rumour.lv",0,-1,1,1,0,59676,9249,21/06/2013 00:00,10/08/2013 00:00,"159.148.223.229","159.148.223.0","LV","lv",0,0,1,04/08/2013 00:00,04/08/2013 00:00
661,"baumas.lv",3254,-1,1,1,82143,764858,190196,19/11/2010 00:00,10/08/2013 00:00,"159.148.223.229","159.148.223.0","LV","lv",29,6,1,02/11/2011 00:00,02/11/2011 00:00
662,"motoklubasdakaras.lt",11398,-1,1,1,98302,199667,57108,14/08/2008 00:00,10/08/2013 00:00,"79.98.25.14","79.98.25.0","LT","lt",41,10,1,29/08/2012 00:00,25/05/2013 00:00
663,"kackad.kz",10989,-1,1,1,876090,545901,256765,24/01/2008 00:00,10/08/2013 00:00,"195.16.88.147","195.16.88.0","UA","kz",37,9,1,02/03/2012 00:00,02/03/2012 00:00
664,"veganinfo.info",212,-1,1,1,1418,3768,3306,20/11/2010 00:00,18/07/2013 00:00,"174.120.195.220","174.120.195.0","US","info",11,1,1,22/06/2012 00:00,22/06/2012 00:00
665,"erage.eu",11311,-1,1,1,69112,49494,13904,25/01/2008 00:00,10/08/2013 00:00,"94.125.105.119","94.125.105.0","FR","eu",29,17,1,22/09/2012 00:00,22/09/2012 00:00
666,"sandyspringsvirusremoval.info",68,-1,1,1,1986,89253,22164,28/04/2011 00:00,26/05/2013 00:00,"67.199.152.90","67.199.152.0","US","info",7,0,1,16/12/2011 00:00,16/12/2011 00:00
667,"nuple.info",559,-1,1,1,12695,28929,16580,21/10/2010 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",19,1,1,08/12/2011 00:00,08/12/2011 00:00
668,"northatlantacomputerrepair.info",135,-1,1,1,1479,16098,3967,03/05/2011 00:00,02/02/2012 00:00,"69.194.224.187","69.194.224.0","US","info",9,0,1,08/12/2011 00:00,08/12/2011 00:00
669,"linkclerk.info",421,-1,1,1,9107,28596,14720,04/06/2009 00:00,31/07/2013 00:00,"184.173.202.64","184.173.202.0","US","info",15,3,1,16/12/2011 00:00,06/01/2012 00:00
670,"linkchef.info",579,-1,1,1,4142,36766,19496,06/08/2009 00:00,31/07/2013 00:00,"184.173.202.64","184.173.202.0","US","info",15,5,1,16/12/2011 00:00,06/01/2012 00:00
671,"consiliere-psihoterapie.info",1194,-1,1,1,24093,33991,11429,25/09/2009 00:00,31/07/2013 00:00,"74.53.236.102","74.53.236.0","US","info",22,12,1,01/10/2012 00:00,01/10/2012 00:00
672,"bestpricesale.info",182,-1,1,1,1547,4385,4216,27/02/2013 00:00,10/08/2013 00:00,"67.20.75.41","67.20.75.0","US","info",29,4,1,14/05/2012 00:00,14/05/2012 00:00
673,"1linkz.info",13424,-1,1,1,149539,1088342,143173,02/01/2011 00:00,16/07/2013 00:00,"194.145.208.235","194.145.208.0","NL","info",30,6,1,14/04/2013 00:00,14/04/2013 00:00
674,"tweet-this.co.il",2134,-1,1,1,65599,107625,19427,02/02/2011 00:00,18/12/2012 00:00,"199.101.28.20","199.101.28.0","US","il",9,10,1,09/11/2011 00:00,09/11/2011 00:00
675,"umkendari.ac.id",178,-1,1,1,1318,1693,366,27/04/2011 00:00,10/08/2013 00:00,"174.120.70.140","174.120.70.0","US","id",12,3,1,20/04/2012 00:00,20/04/2012 00:00
