"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_homeairlv.com","FirstLinkDate_homeairlv.com","LastLinkDate_homeairlv.com"
134,"powerfulpanicattackremedy.com",63,-1,1,7,257,396,388,21/04/2011 00:00,11/07/2013 00:00,"174.121.33.222","174.121.33.0","US","com",7,0,7,15/12/2011 00:00,06/06/2013 00:00
135,"indocore.co.id",1230,-1,1,7,12365,25100,23813,11/08/2009 00:00,10/08/2013 00:00,"202.43.182.23","202.43.182.0","ID","id",19,9,7,10/10/2011 00:00,10/10/2011 00:00
136,"lycchina.com",26496,-1,1,7,1149554,482494,93349,30/11/2009 00:00,02/06/2013 00:00,"211.151.60.78","211.151.60.0","CN","com",28,3,7,23/10/2011 00:00,19/11/2011 00:00
137,"sh-gemmy.com",386,-1,1,7,3859,1499,855,08/08/2010 00:00,10/08/2013 00:00,"61.139.126.38","61.139.126.0","CN","com",24,4,7,25/03/2013 00:00,15/07/2013 00:00
138,"containergardening.us",90,-1,1,7,6525,6420,5667,27/12/2008 00:00,10/08/2013 00:00,"173.231.48.132","173.231.48.0","US","us",9,4,7,29/12/2011 00:00,27/02/2013 00:00
139,"justforcoolin.com",4719,-1,1,7,19602,10913,3988,13/04/2011 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","com",14,0,7,02/06/2011 00:00,26/10/2011 00:00
140,"hentaisch.com",5484,-1,1,7,69708,174636,53069,29/11/2009 00:00,10/08/2013 00:00,"141.8.225.38","141.8.225.0","CH","com",30,1,7,02/05/2011 00:00,18/07/2011 00:00
141,"extreme-gamelist.com",6502,-1,1,7,39828,19257,7214,31/03/2010 00:00,10/08/2013 00:00,"173.201.93.128","173.201.93.0","US","com",24,4,7,10/06/2011 00:00,24/11/2011 00:00
142,"litafisha.ru",5738,-1,1,7,710263,128212,71695,09/01/2008 00:00,10/08/2013 00:00,"90.156.201.17","90.156.201.0","RU","ru",38,28,7,02/05/2011 00:00,24/09/2011 00:00
143,"freelancerstore.com",4804,-1,1,7,171143,94242,21549,15/01/2008 00:00,10/08/2013 00:00,"82.165.210.18","82.165.210.0","DE","com",30,14,7,18/08/2011 00:00,14/10/2011 00:00
144,"moiparfum.ru",24042,-1,1,7,786370,308967,132509,04/07/2010 00:00,10/08/2013 00:00,"89.253.240.212","89.253.240.0","RU","ru",52,11,7,30/07/2012 00:00,29/09/2012 00:00
145,"rconlinedeals.info",1895,-1,1,7,30811,149454,64712,07/07/2010 00:00,10/08/2013 00:00,"174.120.116.253","174.120.116.0","US","info",16,3,7,09/04/2013 00:00,13/04/2013 00:00
146,"zagadki.net",4159,-1,1,7,39244,49824,25715,28/01/2008 00:00,10/08/2013 00:00,"77.79.246.200","77.79.246.0","PL","net",23,8,7,31/07/2011 00:00,14/11/2011 00:00
147,"eefabiofariadesyllos.net",12517,-1,1,7,149093,25428,15028,09/03/2011 00:00,12/02/2013 00:00,"64.120.250.74","64.120.250.0","US","net",17,4,7,25/07/2012 00:00,09/10/2012 00:00
148,"skaflamag.com",14581,-1,1,7,356598,193288,28427,19/08/2009 00:00,08/02/2013 00:00,"67.215.77.132","67.215.77.0","US","com",15,1,7,26/04/2011 00:00,21/11/2011 00:00
149,"mpc.tw",6655,-1,1,7,62536,134581,53397,24/01/2008 00:00,07/04/2013 00:00,"209.188.81.132","209.188.81.0","US","tw",14,4,7,30/06/2011 00:00,30/06/2011 00:00
150,"peecee.tv",35600,-1,1,7,1232204,284619,152112,23/12/2008 00:00,10/08/2013 00:00,"85.17.193.193","85.17.193.0","NL","tv",43,8,7,06/11/2011 00:00,20/11/2011 00:00
151,"ksu.edu.sa",55840,7309,1,6,24621595,8696623,1367922,23/01/2008 00:00,10/08/2013 00:00,"212.57.194.200","212.57.194.0","SA","sa",56,59,6,26/11/2011 00:00,06/01/2012 00:00
152,"wldirectory.com",5660,15854,1,6,224244,362467,176878,09/01/2009 00:00,10/08/2013 00:00,"176.31.69.138","176.31.69.0","FR","com",38,32,6,03/05/2013 00:00,03/05/2013 00:00
153,"gn.to",13695,573697,1,6,340894,10624514,1603187,24/01/2008 00:00,10/08/2013 00:00,"220.151.20.221","220.151.20.0","JP","to",34,28,6,06/06/2011 00:00,06/06/2011 00:00
154,"dpx-beta.com",5945,-1,1,6,28481,19808,8482,15/01/2010 00:00,07/08/2013 00:00,"69.43.161.167","69.43.161.0","US","com",25,4,6,29/04/2011 00:00,20/11/2011 00:00
155,"airconditionportable.info",2,-1,1,6,2,7518,6874,01/03/2013 00:00,27/03/2013 00:00,"174.121.36.9","174.121.36.0","US","info",5,0,6,09/03/2013 00:00,10/03/2013 00:00
156,"giovanesicilia.it",2251,-1,1,6,12268,62735,32788,09/01/2008 00:00,10/08/2013 00:00,"178.63.108.196","178.63.108.0","DE","it",18,3,6,12/08/2011 00:00,08/11/2011 00:00
157,"sumitrarecipes.com",22142,-1,1,6,282185,66480,17214,08/02/2008 00:00,09/08/2013 00:00,"208.109.78.139","208.109.78.0","US","com",25,7,6,12/05/2011 00:00,25/10/2011 00:00
158,"tudienykhoa.net",270,-1,1,6,11086,12604,8928,25/09/2009 00:00,10/08/2013 00:00,"173.236.158.229","173.236.158.0","US","net",33,3,6,19/12/2011 00:00,17/07/2013 00:00
159,"streetrivals-spenden.de",10039,-1,1,6,121110,20500,11243,11/08/2010 00:00,10/08/2013 00:00,"46.252.18.165","46.252.18.0","DE","de",36,1,6,30/08/2011 00:00,04/07/2012 00:00
160,"osouji-ibaraki.com",4399,-1,1,6,51726,1017,754,23/10/2009 00:00,10/08/2013 00:00,"202.191.118.43","202.191.118.0","JP","com",18,11,6,12/05/2011 00:00,12/05/2011 00:00
161,"zapravka.by",30736,-1,1,6,505856,220056,94323,11/05/2009 00:00,13/07/2013 00:00,"212.193.233.53","212.193.233.0","RU","by",28,11,6,08/07/2011 00:00,15/11/2011 00:00
162,"medicalmarijuananorthcarolina.org",75,-1,1,6,275,3915,3635,17/07/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,6,29/08/2012 00:00,07/08/2013 00:00
163,"leasepro.org.ua",567,-1,1,6,2203,104060,50435,11/08/2011 00:00,10/08/2013 00:00,"194.28.84.40","194.28.84.0","UA","ua",20,5,6,25/07/2012 00:00,25/07/2012 00:00
164,"epilaredefinitiva.com.ro",185,-1,1,6,5651,2941,2766,22/06/2009 00:00,30/05/2013 00:00,"85.9.53.120","85.9.53.0","RO","ro",9,9,6,21/11/2011 00:00,23/11/2011 00:00
165,"congotelecom.cg",14396,-1,1,6,117628,42752,21231,18/01/2010 00:00,10/08/2013 00:00,"209.99.16.17","209.99.16.0","US","cg",27,7,6,28/08/2011 00:00,19/07/2012 00:00
166,"hydroizolujemy.pl",6195,-1,1,6,22948,13437,4750,10/04/2011 00:00,15/06/2012 00:00,"199.101.28.20","199.101.28.0","US","pl",11,0,6,04/05/2011 00:00,31/08/2011 00:00
167,"cg-underworld.org",13772,-1,1,6,140087,143505,16546,08/08/2009 00:00,09/08/2013 00:00,"46.30.211.48","46.30.211.0","DK","org",16,9,6,10/05/2011 00:00,04/08/2011 00:00
168,"wilkus.com",15966,-1,1,6,125951,675703,168280,14/09/2008 00:00,10/08/2013 00:00,"198.63.37.140","198.63.37.0","US","com",24,1,6,19/07/2011 00:00,19/07/2011 00:00
169,"mlmwebsite.com",59,-1,1,6,119,3957,3554,26/07/2008 00:00,18/07/2013 00:00,"69.50.218.202","69.50.218.0","US","com",6,0,6,06/12/2011 00:00,06/12/2011 00:00
170,"12a88.com.vn",2276,-1,1,6,7153,37789,8952,17/07/2010 00:00,29/07/2013 00:00,"112.213.89.20","112.213.89.0","VN","vn",9,0,6,10/05/2011 00:00,20/07/2011 00:00
171,"xxxdex.com",17857,-1,1,6,2911889,232541,88766,02/08/2008 00:00,10/08/2013 00:00,"50.63.202.74","50.63.202.0","US","com",20,7,6,17/09/2011 00:00,05/12/2011 00:00
172,"stockchatforums.com",9144,-1,1,6,86859,137679,40391,28/03/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",26,5,6,08/05/2011 00:00,23/12/2011 00:00
173,"arvoaus.com",16909,-1,1,6,176238,47590,14914,14/05/2008 00:00,31/01/2013 00:00,"208.73.211.170","208.73.211.0","US","com",14,4,6,06/08/2011 00:00,21/11/2011 00:00
174,"scriptat.com",5656,-1,1,6,138158,319747,83756,23/01/2008 00:00,04/02/2013 00:00,"50.63.202.8","50.63.202.0","US","com",17,11,6,20/05/2011 00:00,17/07/2011 00:00
175,"3d-ring.org",8150,-1,1,6,247323,55624,40099,28/06/2008 00:00,10/08/2013 00:00,"65.254.231.120","65.254.231.0","US","org",26,19,6,19/10/2011 00:00,18/12/2011 00:00
176,"weimaran.sk",38334,-1,1,6,1194503,146714,80256,26/03/2009 00:00,10/08/2013 00:00,"31.31.77.14","31.31.77.0","CZ","sk",22,15,6,01/06/2011 00:00,10/12/2011 00:00
177,"freeclassifiedadsforum.com",20695,-1,1,6,768847,418548,203334,15/01/2008 00:00,10/08/2013 00:00,"67.215.66.132","67.215.66.0","US","com",28,4,6,25/05/2011 00:00,11/02/2012 00:00
178,"majre.hu",261,-1,1,6,846,7426,4193,27/01/2008 00:00,08/08/2013 00:00,"62.112.194.195","62.112.194.0","HU","hu",16,10,6,17/11/2011 00:00,17/11/2011 00:00
179,"dannstadt.info",8536,-1,1,6,44957,23100,13722,09/01/2008 00:00,10/08/2013 00:00,"85.13.131.152","85.13.131.0","DE","info",25,14,6,23/05/2011 00:00,22/11/2011 00:00
180,"grupogingagoias.com.br",19278,-1,1,6,217986,92009,44132,29/10/2009 00:00,10/06/2013 00:00,"108.163.182.18","108.163.182.0","CA","br",26,10,6,24/05/2011 00:00,16/11/2012 00:00
181,"muzikant.info",4615,-1,1,6,35740,17889,8775,07/05/2009 00:00,10/08/2013 00:00,"188.121.54.128","188.121.54.0","NL","info",16,11,6,10/05/2011 00:00,16/07/2011 00:00
182,"ngz.info",29317,-1,1,6,668035,60831,31890,06/12/2009 00:00,09/08/2013 00:00,"213.202.193.170","213.202.193.0","DE","info",20,6,6,06/06/2011 00:00,26/07/2012 00:00
183,"endlessnight.com",8618,-1,1,6,54908,15221,6174,26/01/2008 00:00,10/08/2013 00:00,"208.113.210.67","208.113.210.0","US","com",26,24,6,22/05/2011 00:00,15/10/2011 00:00
184,"accepa.com.au",64,-1,1,6,108,1892,1186,23/03/2013 00:00,10/08/2013 00:00,"65.99.229.21","65.99.229.0","US","au",16,3,6,27/04/2013 00:00,05/08/2013 00:00
185,"coolworlds.net",7121,-1,1,6,201062,1382470,274431,08/07/2008 00:00,10/08/2013 00:00,"66.147.244.172","66.147.244.0","US","net",32,15,6,28/05/2011 00:00,23/12/2011 00:00
186,"longhornbookexchange.com",15926,-1,1,6,441067,58401,44333,03/02/2008 00:00,19/07/2013 00:00,"209.85.77.74","209.85.77.0","US","com",15,10,6,05/05/2011 00:00,02/01/2012 00:00
187,"theseoking.com",11745,21702,1,5,460959,809529,355605,14/01/2008 00:00,10/08/2013 00:00,"67.222.1.26","67.222.1.0","US","com",40,29,5,15/01/2012 00:00,15/01/2012 00:00
188,"land.to",306551,26492,1,5,115508203,29484190,2149364,12/01/2008 00:00,10/08/2013 00:00,"210.198.27.18","210.198.27.0","JP","to",62,40,5,21/06/2011 00:00,21/06/2011 00:00
189,"thestatedtruth.com",11307,837392,1,5,225358,75558,53300,02/01/2010 00:00,10/08/2013 00:00,"184.168.58.1","184.168.58.0","US","com",45,5,5,12/04/2012 00:00,20/04/2012 00:00
190,"cmcculloh.com",6155,-1,1,5,29756,16083,8090,03/04/2008 00:00,10/08/2013 00:00,"208.97.187.158","208.97.187.0","US","com",17,4,5,18/07/2011 00:00,31/10/2011 00:00
191,"23bileta.ru",6927,-1,1,5,111635,248328,176447,12/07/2009 00:00,10/08/2013 00:00,"89.188.104.5","89.188.104.0","RU","ru",35,34,5,26/04/2011 00:00,17/05/2011 00:00
192,"cqcren.com",6484,-1,1,5,64033,52821,33738,06/12/2008 00:00,07/08/2013 00:00,"66.79.170.156","66.79.170.0","US","com",11,1,5,02/05/2011 00:00,05/05/2013 00:00
193,"gilden-welten.de",10457,-1,1,5,4257098,490838,217106,09/10/2009 00:00,10/08/2013 00:00,"62.146.107.118","62.146.107.0","DE","de",41,36,5,22/04/2011 00:00,31/08/2011 00:00
194,"emk-musik.de",1847,-1,1,5,6697,4424,2675,23/10/2010 00:00,18/07/2013 00:00,"89.110.146.87","89.110.146.0","DE","de",12,2,5,01/06/2011 00:00,14/09/2011 00:00
195,"medicalmarijuananebraska.net",140,-1,1,5,1231,5395,4821,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",22,2,5,18/04/2013 00:00,26/07/2013 00:00
196,"snuffelvoetbal.be",23676,-1,1,5,417243,250063,48350,27/01/2008 00:00,10/08/2013 00:00,"193.93.174.187","193.93.174.0","NL","be",25,10,5,13/05/2011 00:00,02/12/2011 00:00
197,"forumy.net.ua",5359,-1,1,5,25729,47251,13131,03/07/2010 00:00,26/06/2013 00:00,"195.39.196.44","195.39.196.0","UA","ua",11,3,5,04/05/2011 00:00,21/12/2011 00:00
198,"johnkalnin.com",21212,-1,1,5,164447,175536,90771,02/02/2008 00:00,31/07/2013 00:00,"184.172.181.129","184.172.181.0","US","com",33,8,5,13/07/2011 00:00,31/10/2011 00:00
199,"russia-my.ru",11092,-1,1,5,180758,88095,22273,11/03/2009 00:00,10/08/2013 00:00,"37.1.207.133","37.1.207.0","NL","ru",20,8,5,04/05/2011 00:00,18/05/2011 00:00
200,"egitmagazine.com",259,-1,1,5,1136,1747,1175,04/10/2010 00:00,05/06/2013 00:00,"74.220.199.6","74.220.199.0","US","com",12,1,5,17/11/2011 00:00,17/11/2011 00:00
201,"gruntsonfire.com",3308,-1,1,5,14114,15693,9598,16/01/2008 00:00,23/07/2013 00:00,"68.178.254.200","68.178.254.0","US","com",13,4,5,05/06/2011 00:00,16/10/2011 00:00
202,"gpe-trouy-bourg.com",4920,-1,1,5,33322,5797,1782,28/10/2010 00:00,10/08/2013 00:00,"88.190.253.247","88.190.253.0","FR","com",13,2,5,26/04/2011 00:00,26/04/2011 00:00
203,"kubansale.ru",6739,-1,1,5,194354,159344,75427,16/06/2010 00:00,25/06/2013 00:00,"85.249.230.40","85.249.230.0","RU","ru",10,1,5,10/05/2011 00:00,18/05/2011 00:00
204,"mkeramika.com.ua",5345,-1,1,5,26504,15623,7372,14/07/2008 00:00,10/08/2013 00:00,"194.28.85.68","194.28.85.0","UA","ua",25,10,5,26/04/2011 00:00,14/08/2012 00:00
205,"forumity.com",32158,-1,1,5,1080489,743776,440851,18/08/2008 00:00,10/08/2013 00:00,"103.246.248.135","103.246.248.0","US","com",21,8,5,26/04/2011 00:00,26/04/2011 00:00
206,"dutchd.nl",3951,-1,1,5,48365,28313,13677,03/02/2008 00:00,10/08/2013 00:00,"77.243.237.195","77.243.237.0","NL","nl",37,10,5,17/10/2011 00:00,17/10/2011 00:00
207,"glenalbyn.org",19386,-1,1,5,572608,74777,47815,24/01/2008 00:00,10/08/2013 00:00,"93.185.104.14","93.185.104.0","CZ","org",27,17,5,16/07/2011 00:00,30/08/2011 00:00
208,"artharrest.com",1255,-1,1,5,68091,22959,15149,02/08/2010 00:00,10/08/2013 00:00,"74.208.39.141","74.208.39.0","US","com",26,3,5,10/12/2011 00:00,20/10/2012 00:00
209,"lama.net.pl",6159,-1,1,5,69457,162754,18835,18/01/2008 00:00,09/08/2013 00:00,"8.15.7.117","8.15.7.0","US","pl",21,7,5,26/11/2011 00:00,26/11/2011 00:00
210,"provectismusic.com",13371,-1,1,5,180582,10970,6571,21/08/2009 00:00,08/08/2013 00:00,"69.163.156.30","69.163.156.0","US","com",17,20,5,20/05/2011 00:00,20/11/2011 00:00
211,"teamgwailo.org",4459,-1,1,5,24176,103836,61049,29/01/2008 00:00,10/08/2013 00:00,"67.205.54.126","67.205.54.0","US","org",14,4,5,15/06/2011 00:00,19/09/2011 00:00
212,"vjforum.de",4762,-1,1,5,32397,20039,6664,16/09/2008 00:00,13/05/2011 00:00,"62.116.143.11","62.116.143.0","DE","de",12,5,5,14/05/2011 00:00,15/08/2011 00:00
213,"piggybackmobile.com",16758,-1,1,5,332751,24714,13453,15/02/2009 00:00,10/08/2013 00:00,"87.98.255.19","87.98.255.0","FR","com",20,7,5,27/07/2011 00:00,17/11/2011 00:00
214,"simpleks.org",4054,-1,1,5,16938,16111,9518,14/10/2011 00:00,19/07/2013 00:00,"69.43.161.152","69.43.161.0","US","org",23,1,5,02/09/2011 00:00,04/12/2011 00:00
215,"oxeidon.com",31438,-1,1,5,1756923,317567,83012,09/08/2008 00:00,07/08/2013 00:00,"212.72.183.150","212.72.183.0","DE","com",28,10,5,18/07/2011 00:00,18/07/2011 00:00
216,"originalmagazineads.com",3148,-1,1,5,59441,35204,20631,27/09/2008 00:00,22/01/2013 00:00,"192.31.186.145","192.31.186.0","US","com",16,6,5,21/11/2011 00:00,31/01/2012 00:00
217,"fiskertalk.com",8008,-1,1,5,44553,80645,12877,13/12/2009 00:00,10/08/2013 00:00,"184.168.221.96","184.168.221.0","US","com",19,10,5,11/05/2011 00:00,04/08/2011 00:00
218,"omelhorblogdomundo.com",48,-1,1,5,5398,308,199,28/05/2010 00:00,20/08/2012 00:00,"189.38.80.52","189.38.80.0","BR","com",7,0,5,20/11/2011 00:00,20/11/2011 00:00
219,"sbtraulmartinez.com",2347,-1,1,5,10387,18116,6127,08/08/2009 00:00,04/08/2013 00:00,"74.52.119.226","74.52.119.0","US","com",14,1,5,22/07/2011 00:00,18/12/2011 00:00
220,"liniaplus.com.pl",26706,-1,1,5,358639,50728,19557,29/03/2008 00:00,10/08/2013 00:00,"89.161.180.236","89.161.180.0","PL","pl",23,4,5,24/07/2011 00:00,25/11/2011 00:00
221,"infozero.com.br",13157,-1,1,5,129269,47952,22422,18/02/2011 00:00,10/08/2013 00:00,"64.111.125.189","64.111.125.0","US","br",22,4,5,07/05/2011 00:00,30/05/2012 00:00
222,"napominalka.com",22199,-1,1,5,3889060,1523700,292782,24/08/2009 00:00,10/08/2013 00:00,"217.174.105.38","217.174.105.0","RU","com",22,4,5,17/07/2011 00:00,27/11/2011 00:00
223,"stavby.tv",4825,-1,1,5,16872,12323,5898,13/06/2010 00:00,05/12/2012 00:00,"217.67.31.13","217.67.31.0","SK","tv",12,9,5,24/06/2011 00:00,19/11/2011 00:00
224,"medicalmarijuanamississippi.org",63,-1,1,5,518,4119,3715,04/03/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",15,0,5,30/03/2013 00:00,08/08/2013 00:00
225,"32marathons.com",15334,-1,1,5,79577,23882,7963,02/02/2010 00:00,07/08/2013 00:00,"81.17.250.43","81.17.250.0","IE","com",21,7,5,27/05/2011 00:00,22/11/2011 00:00
226,"mustafaegilmez.com",10887,-1,1,5,58513,96043,16873,26/12/2009 00:00,01/02/2013 00:00,"208.91.197.101","208.91.197.0","UK","com",17,1,5,04/06/2011 00:00,19/01/2012 00:00
227,"pag.co.in",1299,-1,1,5,8459,38416,28170,23/09/2009 00:00,10/08/2013 00:00,"74.84.130.193","74.84.130.0","US","in",14,15,5,05/05/2011 00:00,12/10/2011 00:00
228,"littlewebdirectory.com",20817,14589,1,4,4525810,2185125,360823,11/01/2008 00:00,10/08/2013 00:00,"208.109.138.201","208.109.138.0","US","com",37,31,4,27/08/2012 00:00,27/08/2012 00:00
229,"xaa.pl",145234,36805,1,4,27469001,5927602,1323375,11/09/2008 00:00,10/08/2013 00:00,"188.165.20.177","188.165.20.0","PL","pl",52,31,4,16/07/2011 00:00,16/07/2011 00:00
230,"help-on.net",778,92260,1,4,18905,96249,83123,27/02/2008 00:00,10/08/2013 00:00,"184.168.164.1","184.168.164.0","US","net",25,20,4,01/06/2013 00:00,01/06/2013 00:00
231,"fora24.pl",49384,241287,1,4,2107745,841048,284809,31/01/2008 00:00,10/08/2013 00:00,"193.239.126.76","193.239.126.0","PL","pl",47,12,4,27/05/2011 00:00,10/08/2011 00:00
232,"twmail.net",25085,395355,1,4,1148584,11503937,1340340,25/01/2008 00:00,10/08/2013 00:00,"81.200.64.50","81.200.64.0","UK","net",36,25,4,21/12/2011 00:00,07/01/2012 00:00
233,"3dshop.cz",30366,739203,1,4,1857108,601601,283417,14/01/2008 00:00,10/08/2013 00:00,"217.31.49.49","217.31.49.0","CZ","cz",44,19,4,23/07/2011 00:00,22/12/2011 00:00
234,"j-cena.com",5996,783646,1,4,334109,1985119,643324,22/09/2008 00:00,10/08/2013 00:00,"66.7.210.140","66.7.210.0","US","com",28,16,4,04/05/2011 00:00,21/06/2011 00:00
235,"net-core.org",7904,-1,1,4,63868,119620,41058,05/09/2008 00:00,10/08/2013 00:00,"188.165.240.29","188.165.240.0","FR","org",21,20,4,04/05/2011 00:00,27/04/2012 00:00
236,"thruwallairconditioner.org",212,-1,1,4,1293,38755,34343,22/02/2013 00:00,31/07/2013 00:00,"50.116.122.131","50.116.122.0","US","org",22,1,4,09/03/2013 00:00,14/07/2013 00:00
237,"multiforum.nl",144036,-1,1,4,14816539,1701639,822537,09/01/2008 00:00,10/08/2013 00:00,"195.60.213.218","195.60.213.0","NL","nl",53,24,4,05/02/2012 00:00,05/02/2012 00:00
238,"globalistgirl.net",613,-1,1,4,7138,43777,23726,17/04/2008 00:00,10/08/2013 00:00,"208.109.181.54","208.109.181.0","US","net",30,4,4,20/04/2013 00:00,20/04/2013 00:00
239,"hongyunwudao.com",2186,-1,1,4,9872,48026,41481,19/03/2008 00:00,10/08/2013 00:00,"184.105.161.123","184.105.161.0","US","com",12,14,4,01/05/2011 00:00,01/05/2011 00:00
240,"aarabiah.net",2705,-1,1,4,46878,731323,228693,21/01/2008 00:00,10/08/2013 00:00,"72.55.186.58","72.55.186.0","CA","net",25,8,4,27/05/2011 00:00,01/06/2011 00:00
241,"removespywareandadware.com",27172,-1,1,4,840819,48829,25628,01/04/2008 00:00,06/07/2011 00:00,"67.215.66.132","67.215.66.0","US","com",16,12,4,04/05/2011 00:00,19/06/2011 00:00
242,"griffgirl.com",2957,-1,1,4,38310,9431,3624,18/12/2009 00:00,27/01/2013 00:00,"69.163.169.95","69.163.169.0","US","com",9,0,4,24/07/2011 00:00,20/12/2011 00:00
243,"fragfactory.net",7956,-1,1,4,111826,16183,6089,31/01/2008 00:00,08/08/2013 00:00,"203.211.129.221","203.211.129.0","SG","net",18,5,4,02/06/2011 00:00,28/10/2011 00:00
244,"researchexamples.com",568,-1,1,4,5286,34388,14413,23/09/2010 00:00,10/08/2013 00:00,"66.96.147.111","66.96.147.0","US","com",21,1,4,18/11/2011 00:00,18/11/2011 00:00
245,"shinezoneapp.com",9747,-1,1,4,43718,19166,7199,08/11/2009 00:00,07/08/2013 00:00,"58.215.139.130","58.215.139.0","CN","com",20,2,4,20/06/2011 00:00,01/11/2011 00:00
246,"sigmacyb.com",22327,-1,1,4,498996,333786,128268,15/09/2008 00:00,10/08/2013 00:00,"81.248.4.46","81.248.4.0","GP","com",38,5,4,22/10/2011 00:00,27/08/2012 00:00
247,"casalekarpclub.net",3545,-1,1,4,12256,11427,7167,15/03/2010 00:00,23/01/2013 00:00,"70.87.7.6","70.87.7.0","US","net",10,0,4,02/05/2011 00:00,02/05/2011 00:00
248,"robertnungary.com",20143,-1,1,4,618144,304276,105707,07/03/2010 00:00,09/02/2013 00:00,"199.101.28.20","199.101.28.0","US","com",15,4,4,11/05/2011 00:00,08/08/2011 00:00
249,"host1host.com",1118,-1,1,4,245473,4956,4323,24/05/2010 00:00,10/08/2013 00:00,"173.254.28.143","173.254.28.0","US","com",25,6,4,05/12/2011 00:00,02/05/2012 00:00
250,"ua-news.net",9630,-1,1,4,68983,41552,14461,30/01/2008 00:00,10/08/2013 00:00,"91.209.206.51","91.209.206.0","UA","net",24,14,4,15/07/2011 00:00,31/10/2011 00:00
251,"triasshorttrack.nl",10763,-1,1,4,58248,22241,11886,13/01/2008 00:00,10/08/2013 00:00,"94.124.94.198","94.124.94.0","NL","nl",26,10,4,15/07/2011 00:00,08/11/2011 00:00
252,"peoplefm.org",6309,-1,1,4,76177,22058,12895,24/07/2009 00:00,09/08/2013 00:00,"74.118.193.229","74.118.193.0","US","org",25,4,4,26/10/2011 00:00,12/01/2012 00:00
253,"coyotecode.net",5219,-1,1,4,114936,79721,39755,26/01/2008 00:00,10/08/2013 00:00,"69.65.27.78","69.65.27.0","US","net",37,15,4,02/05/2011 00:00,28/09/2011 00:00
254,"itreviewer.ru",178,-1,1,4,5442,24240,22384,19/10/2010 00:00,10/08/2013 00:00,"92.53.113.61","92.53.113.0","RU","ru",21,0,4,01/07/2012 00:00,25/05/2013 00:00
255,"hovernauts.com",18620,-1,1,4,354559,66366,19077,15/12/2009 00:00,07/08/2013 00:00,"174.133.217.26","174.133.217.0","US","com",23,7,4,07/06/2011 00:00,13/11/2011 00:00
256,"janreznicek.com",9570,-1,1,4,113730,104102,13721,17/04/2009 00:00,10/08/2013 00:00,"72.167.131.162","72.167.131.0","US","com",18,2,4,11/05/2011 00:00,29/05/2011 00:00
257,"icantstopeating.com",165,-1,1,4,846,892,770,08/12/2010 00:00,10/08/2013 00:00,"173.201.98.128","173.201.98.0","US","com",14,0,4,20/11/2011 00:00,27/02/2012 00:00
258,"nutrabro.net",6851,-1,1,4,63983,12562,7264,21/02/2010 00:00,09/08/2013 00:00,"203.140.73.106","203.140.73.0","JP","net",22,0,4,29/04/2011 00:00,24/08/2011 00:00
259,"model-dreams.de",23110,-1,1,4,449509,47157,27524,20/07/2008 00:00,10/08/2013 00:00,"85.13.143.6","85.13.143.0","DE","de",18,10,4,07/05/2011 00:00,03/10/2011 00:00
260,"titans-project.com",3651,-1,1,4,10663,4342,2170,16/12/2009 00:00,09/07/2011 00:00,"92.242.144.10","92.242.144.0","UK","com",11,0,4,11/05/2011 00:00,19/05/2011 00:00
261,"nemesissoft.com",19848,-1,1,4,185429,52923,24917,19/06/2010 00:00,10/08/2013 00:00,"72.41.188.247","72.41.188.0","US","com",32,2,4,18/10/2011 00:00,21/10/2011 00:00
262,"highfire.de",2761,-1,1,4,3292225,302909,153761,18/01/2008 00:00,10/08/2013 00:00,"82.165.89.104","82.165.89.0","DE","de",16,5,4,05/08/2012 00:00,30/07/2013 00:00
